"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"80","079099_904_S104_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999848,0.000152,2.5e-05,0.973717,0.026258,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"81","079100_905_S105_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.997896,0.002104,0.034493,0.965482,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"82","079101_907_S106_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.998946,0.001054,0.051841,0.65638,0.291778,1.6e-05,0.205975,0.793993,1.6e-05,0.870701,1.2e-05,0.129262,1.2e-05,1.2e-05,"JC"
"83","079102_900_S107_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.2e-05,0.999958,0.998872,0.001128,2.5e-05,0.999949,2.5e-05,0.155272,1.6e-05,0.844695,1.6e-05,0.052724,0.721086,1.2e-05,1.2e-05,0.226165,"JC"
"84","079103_906_S108_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.999716,0.000284,2.5e-05,0.999949,2.5e-05,0.107184,1.6e-05,0.892784,1.6e-05,1.2e-05,0.821386,1.2e-05,1.2e-05,0.178577,"JC"
"85","079104_JakeL1_S109_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999854,0.000146,2.5e-05,0.664838,0.335137,0.595289,0.312063,0.092632,1.6e-05,0.613478,1.2e-05,1.2e-05,1.2e-05,0.386486,"JC"
"86","079105_JakeL2_S110_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.990985,0.009015,0.032706,0.967269,2.6e-05,1.6e-05,0.239542,0.760426,1.6e-05,0.869312,1.2e-05,0.130651,1.2e-05,1.2e-05,"JC"
"87","079106_127_S111_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.273962,0.726038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"88","079107_27_S112_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999773,0.000227,2.5e-05,0.833262,0.166713,1.6e-05,1.6e-05,0.999952,1.6e-05,0.303705,0.640417,1.2e-05,1.2e-05,0.055853,"JC"
"89","079108_28_S113_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999819,0.000181,2.5e-05,0.999949,2.5e-05,0.925544,1.6e-05,0.074424,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"90","079109_31_S114_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.992727,0.007273,0.053766,0.851405,0.09483,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"91","079110_32_S115_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.99972,0.00028,0.033501,0.762283,0.204216,1.6e-05,0.112638,0.88733,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"92","079111_113_S116_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.998321,0.001679,0.006834,0.99314,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.863968,1.2e-05,1.2e-05,0.135995,"JC"
"93","079113_30_S118_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.998842,0.001158,0.056438,0.733211,0.210351,1.6e-05,1.6e-05,0.999952,1.6e-05,0.348699,0.617801,0.033476,1.2e-05,1.2e-05,"JC"
"94","079114_7_S119_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.998922,0.001078,0.061512,0.636365,0.302122,1.6e-05,0.207105,0.792862,1.6e-05,0.849265,1.2e-05,0.150698,1.2e-05,1.2e-05,"JC"
"95","079115_1_S120_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.999811,0.000189,2.5e-05,0.766048,0.233927,1.6e-05,0.174928,0.825039,1.6e-05,0.55633,0.443633,1.2e-05,1.2e-05,1.2e-05,"JC"
"96","079116_4_S121_","F1",4.03115,"0.999; 0.108; 0.925; 1; 0.999","BCJCxBCJA",0.96885,"0.001; 0.892; 0.075; 0; 0.001","F1",4,5,TRUE,0.476722,0.523278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1"
"97","079119_3_S124_","BC2JC",2.58916,"0.048; 0.319; 0.869; 0.723; 0.63","BCJCxBC3JC",1.95322,"0.822; 0.632; 0.13; 0.003; 0.366","BCJCxBC3JC",1,2,FALSE,0.134015,0.865985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"98","079122_98_S127_","F2xBCJC",4.87557,"0.989; 0.892; 1; 0.995; 1","F1xBCJC",0.12252,"0.01; 0.108; 0; 0.004; 0","F2xBCJC",5,5,TRUE,0.392728,0.607272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"99","079123_97_S128_","F2xBCJC",4.97566,"1; 1; 1; 0.976; 1","BC2JAxBC3JC",0.02372,"0; 0; 0; 0.024; 0","F2xBCJC",5,5,TRUE,0.389834,0.610166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"100","079124_96_S129_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.219919,0.780081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"101","079125_519_S130_","F1",2.99067,"0.981; 0.017; 0.997; 0.995; 0","BCJCxBCJA",2.00926,"0.019; 0.983; 0.003; 0.005; 1","F1",3,5,TRUE,0.480776,0.519224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1"
"102","079126_Bridgewater-Canada1_S131_","BCJCxBCJA",4.08323,"1; 0.985; 0.098; 1; 1","F1",0.91659,"0; 0.014; 0.902; 0; 0","BCJCxBCJA",4,5,TRUE,0.491531,0.508469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBCJA"
"103","079127_Bridgewater-Canada1_S132_","BC2JAxBC3JC",2.28712,"0.429; 0.865; 0.007; 0.977; 0.009","F2xBCJC",2.09812,"0.02; 0.087; 0.993; 0.008; 0.991","BC2JAxBC3JC",2,4,TRUE,0.428405,0.571595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"104","079128_518_S133_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999798,0.000202,2.5e-05,0.85932,0.140654,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.957068,1.2e-05,1.2e-05,0.042895,"JC"
"105","079129_517_S134_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.99986,0.00014,2.5e-05,0.999949,2.5e-05,0.994489,0.005478,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"106","079130_542_S135_","F1",2.96707,"1; 0.981; 0; 0.987; 0","BCJCxBCJA",2.03291,"0; 0.019; 1; 0.013; 1","F1",3,5,TRUE,0.48026,0.51974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1"
"107","079131_543_S136_","BCJCxBC3JC",3.01953,"0.96; 0.208; 0.001; 0.89; 0.96","F2xBCJC",1.00224,"0.002; 0; 0.998; 0.002; 0","BCJCxBC3JC",3,5,TRUE,0.1764,0.8236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBC3JC"
"108","079132_544_S137_","BCJCxBCJA",4.99319,"1; 0.999; 0.998; 0.997; 1","BC2JAxBC3JC",0.00365,"0; 0; 0; 0.003; 0","BCJCxBCJA",5,5,TRUE,0.474219,0.525781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBCJA"
"109","079133_545_S138_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.999784,0.000216,2.5e-05,0.999949,2.5e-05,0.914923,0.085044,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"110","079134_546_S139_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999811,0.000189,2.5e-05,0.968789,0.031185,1.6e-05,1.6e-05,0.999952,1.6e-05,0.135764,0.676767,1.2e-05,1.2e-05,0.187444,"JC"
"111","079136_490_S141_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999849,0.000151,2.5e-05,0.636438,0.363537,0.009822,0.292509,0.697653,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"112","079137_488_S142_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999806,0.000194,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.076049,1.2e-05,0.923914,"JC"
"113","079138_250_S143_","JC",4.97851,"1; 0.988; 0.999; 1; 0.992","BC6JC",0.02123,"0; 0.012; 0.001; 0; 0.008","JC",5,5,TRUE,0.000139,0.999861,0.928506,0.071494,0.09667,0.903304,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.154525,1.2e-05,0.845438,"JC"
"114","079139_252_S144_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.959886,0.040114,0.138672,0.799054,0.062274,1.6e-05,1.6e-05,0.999952,1.6e-05,0.056818,0.812797,0.13036,1.2e-05,1.2e-05,"JC"
"115","079140_249_S145_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999753,0.000247,2.5e-05,0.999949,2.5e-05,0.016233,1.6e-05,0.983735,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"116","079144_258_S149_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999858,0.000142,2.5e-05,0.999949,2.5e-05,0.914487,0.085481,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"117","079147_257_S152_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,0.000562,0.999438,0.945922,0.054078,2.5e-05,0.999949,2.5e-05,0.391929,1.6e-05,0.608038,1.6e-05,1.2e-05,1.2e-05,0.004974,1.2e-05,0.994989,"JC"
"118","079148_447_S153_","F1",2.96429,"0.993; 0.986; 0.984; 0; 0.002","BCJCxBCJA",2.0355,"0.007; 0.014; 0.016; 1; 0.998","F1",3,5,TRUE,0.487484,0.512516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1"
"119","079149_446_S154_","BCJCxBCJA",4.99974,"1; 1; 1; 1; 1","BC2JAxBC3JC",0.00026,"0; 0; 0; 0; 0","BCJCxBCJA",5,5,TRUE,0.492373,0.507627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBCJA"
"120","079150_445_S155_","JC",4.99083,"1; 1; 0.999; 1; 0.992","BC6JC",0.00894,"0; 0; 0.001; 0; 0.007","JC",5,5,TRUE,0.000343,0.999657,0.98495,0.01505,2.5e-05,0.986232,0.013743,0.117431,1.6e-05,0.882537,1.6e-05,1.2e-05,1.2e-05,0.075142,1.2e-05,0.924821,"JC"
"121","079151_444_S156_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.999785,0.000215,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.097856,0.746722,1.2e-05,1.2e-05,0.155398,"JC"
"122","079152_443_S157_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,7.1e-05,0.999929,0.97483,0.02517,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.914874,1.2e-05,1.2e-05,0.085089,"JC"
"123","079153_442_S158_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.994552,0.005448,0.047437,0.952538,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.83317,0.011709,1.2e-05,0.155096,"JC"
"124","079154_442_S159_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.965489,0.034511,0.094445,0.853284,0.052272,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.959027,0.040936,1.2e-05,1.2e-05,"JC"
"125","079155_440_S160_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999318,0.000682,0.027785,0.96133,0.010885,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.92384,1.2e-05,1.2e-05,0.076123,"JC"
"126","079156_439_S161_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.984665,0.015335,0.059224,0.890798,0.049978,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.987374,0.012589,1.2e-05,1.2e-05,"JC"
"127","079157_438_S162_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.982377,0.017623,0.076364,0.779023,0.144613,1.6e-05,0.103606,0.896362,1.6e-05,0.205518,0.72818,0.066278,1.2e-05,1.2e-05,"JC"
"128","079158_437_S163_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.9968,0.0032,0.04178,0.879932,0.078288,1.6e-05,1.6e-05,0.999952,1.6e-05,0.123168,0.876795,1.2e-05,1.2e-05,1.2e-05,"JC"
"129","079159_436_S164_","F2xBCJC",4.99997,"1; 1; 1; 1; 1","BCJCxBC3JC",2e-05,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.207988,0.792012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"130","079160_435_S165_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.999339,0.000661,0.020696,0.979279,2.5e-05,0.000934,1.6e-05,0.999034,1.6e-05,1.2e-05,0.844028,1.2e-05,1.2e-05,0.155935,"JC"
"131","079161_434_S166_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999822,0.000178,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"132","079162_433_S167_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999719,0.000281,2.5e-05,0.999949,2.5e-05,0.152222,1.6e-05,0.847745,1.6e-05,1.2e-05,0.539488,1.2e-05,1.2e-05,0.460475,"JC"
"133","079163_432_S168_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.96668,0.03332,0.080133,0.919842,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.266124,1.2e-05,0.162849,1.2e-05,0.571003,"JC"
"134","079164_431_S169_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.999834,0.000166,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.321878,1.2e-05,0.007369,1.2e-05,0.670728,"JC"
"135","079165_430_S170_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.97066,0.02934,2.5e-05,0.854582,0.145393,1.6e-05,0.091461,0.908507,1.6e-05,1.2e-05,0.954242,0.045721,1.2e-05,1.2e-05,"JC"
"136","079166_429_S171_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.988786,0.011214,2.5e-05,0.989886,0.010089,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.965225,1.2e-05,1.2e-05,0.034738,"JC"
"137","079167_428_S172_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999759,0.000241,2.5e-05,0.984657,0.015318,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.719042,1.2e-05,1.2e-05,0.280921,"JC"
"138","079168_454_S173_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.994316,0.005684,2.5e-05,0.999949,2.5e-05,0.092538,1.6e-05,0.90743,1.6e-05,1.2e-05,0.70791,0.024838,1.2e-05,0.267227,"JC"
"139","079169_453_S174_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.8e-05,0.999952,0.978803,0.021197,2.5e-05,0.999949,2.5e-05,0.053368,1.6e-05,0.9466,1.6e-05,1.2e-05,0.709907,1.2e-05,1.2e-05,0.290056,"JC"
"140","079170_452_S175_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999792,0.000208,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.904651,1.2e-05,1.2e-05,0.095312,"JC"
"141","079171_451_S176_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999516,0.000484,0.016646,0.983329,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.961263,1.2e-05,1.2e-05,0.0387,"JC"
"142","079172_450_S177_","F1",2.99193,"1; 1; 0; 0; 0.992","BCJCxBCJA",2.00805,"0; 0; 1; 1; 0.008","F1",3,5,TRUE,0.47824,0.52176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1"
"143","079173_449_S178_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.987556,0.012444,0.060735,0.915677,0.023589,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"144","079174_448_S179_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999651,0.000349,0.003697,0.996278,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.930278,1.2e-05,1.2e-05,0.069685,"JC"
"145","079175_26_S180_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999795,0.000205,2.5e-05,0.860629,0.139345,0.361167,0.124678,0.514139,1.6e-05,0.590584,0.409379,1.2e-05,1.2e-05,1.2e-05,"JC"
"146","079176_26_S181_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999824,0.000176,2.5e-05,0.734339,0.265635,0.6275,0.327663,1.6e-05,0.044821,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"147","079177_26_S182_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999798,0.000202,2.5e-05,0.649366,0.350609,0.141711,0.300399,0.557873,1.6e-05,0.937281,1.2e-05,0.062682,1.2e-05,1.2e-05,"JC"
"148","079178_26_S183_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.999848,0.000152,2.5e-05,0.745714,0.254261,0.706503,0.293465,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"149","079179_26_S184_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999828,0.000172,2.5e-05,0.999949,2.5e-05,0.496188,0.134175,0.36962,1.6e-05,0.453368,1.2e-05,1.2e-05,1.2e-05,0.546595,"JC"
"150","079180_26_S185_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999839,0.000161,2.5e-05,0.999949,2.6e-05,0.284215,0.293161,0.422608,1.6e-05,0.698556,1.2e-05,1.2e-05,1.2e-05,0.301407,"JC"
"151","079181_26_S186_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999871,0.000129,2.5e-05,0.701403,0.298571,0.338864,0.265462,0.395658,1.6e-05,0.690362,1.2e-05,1.2e-05,1.2e-05,0.309601,"JC"
"152","079182_26_S187_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999792,0.000208,2.5e-05,0.719974,0.280001,1.6e-05,0.228619,0.771349,1.6e-05,0.723461,1.2e-05,1.2e-05,1.2e-05,0.276502,"JC"
"153","079183_26_S188_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999847,0.000153,2.5e-05,0.710265,0.28971,0.361035,0.252763,0.386185,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"154","079184_26_S189_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.99982,0.00018,2.5e-05,0.688178,0.311797,1.6e-05,0.24052,0.759448,1.6e-05,0.700884,0.299079,1.2e-05,1.2e-05,1.2e-05,"JC"
"155","079185_568_S190_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999712,0.000288,2.5e-05,0.937511,0.062464,1.6e-05,0.005292,0.994676,1.6e-05,0.114834,0.885129,1.2e-05,1.2e-05,1.2e-05,"JC"
"156","079187_564_S192_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999762,0.000238,2.5e-05,0.920195,0.07978,0.026913,0.058741,0.91433,1.6e-05,1.2e-05,0.740949,1.2e-05,1.2e-05,0.259014,"JC"
"157","079189_567_S194_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999726,0.000274,2.5e-05,0.999949,2.5e-05,0.290488,1.6e-05,0.70948,1.6e-05,1.2e-05,0.518136,1.2e-05,1.2e-05,0.481828,"JC"
"158","079190_566_S195_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.999813,0.000187,2.5e-05,0.999949,2.5e-05,0.387117,1.6e-05,0.61285,1.6e-05,1.2e-05,0.392916,1.2e-05,1.2e-05,0.607047,"JC"
