"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"783","085771_1292_S95_","NewHyb_BCJCxBC3JC",1.61575,"0.295; 0.597; 0.043; 0.681","NewHyb_BCJC",0.92279,"0; 0; 0.908; 0.014","NewHyb_BCJC",1,1,FALSE,0.169036,0.830964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"784","085772_1293_S96_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.342419,0.657581,0.999949,2.5e-05,2.5e-05,0.186097,1.6e-05,1.6e-05,0.813871,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"785","085773_1294_S97_","NewHyb_JC",3.99372,"1; 0.999; 0.995; 1","NewHyb_BC6JC",0.00625,"0; 0.001; 0.005; 0","NewHyb_JC",4,4,TRUE,0.001202,0.998798,NA,0.000395,0.999605,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"786","085774_1295_S98_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999807,0.000193,2.5e-05,0.999949,2.5e-05,0.197794,1.6e-05,0.802174,1.6e-05,1.2e-05,0.160561,1.2e-05,1.2e-05,0.839402,"NewHyb_JC"
"787","085775_1296_S99_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999716,0.000284,0.009861,0.990113,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"788","085776_1297_S100_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.97472,0.02528,0.055351,0.944624,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.075136,1.2e-05,0.924827,"NewHyb_JC"
"789","085777_1298_S101_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.714674,0.285326,0.422807,0.577168,2.5e-05,1.6e-05,1.6e-05,0.69899,0.300978,1.2e-05,1.2e-05,0.384038,1.2e-05,0.615925,"NewHyb_JC"
"790","085778_1299_S102_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.987516,0.012484,2.5e-05,0.999949,2.5e-05,0.001228,1.6e-05,0.99874,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"791","085779_1300_S103_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.325037,0.674963,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"792","085780_1301_S104_","NewHyb_JC",3.9872,"1; 0.994; 1; 0.994","NewHyb_BC6JC",0.01277,"0; 0.006; 0; 0.006","NewHyb_JC",4,4,TRUE,0.000854,0.999146,NA,0.187407,0.812593,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"793","085781_1302_S105_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.000174,0.999826,0.99995,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"794","085782_1303_S106_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,5.3e-05,0.999947,"JC",0.459347,0.540653,0.758586,0.241388,2.5e-05,1.6e-05,1.6e-05,0.417654,0.582313,1.2e-05,1.2e-05,0.737526,1.2e-05,0.262437,"NewHyb_JC"
"795","085783_1304_S107_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.6e-05,0.999954,"JC",0.449996,0.550004,0.836223,0.163751,2.5e-05,1.6e-05,1.6e-05,0.38648,0.613487,1.2e-05,1.2e-05,0.772895,1.2e-05,0.227068,"NewHyb_JC"
"796","085784_1305_S108_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.465384,0.534616,0.851166,2.5e-05,0.148809,1.6e-05,1.6e-05,0.40713,0.592838,1.2e-05,0.274731,0.725232,1.2e-05,1.2e-05,"NewHyb_JC"
"797","085785_1306_S109_","NewHyb_JC",3.9922,"1; 1; 1; 0.993","NewHyb_BC6JC",0.00779,"0; 0; 0; 0.007","NewHyb_JC",4,4,TRUE,0.000417,0.999583,NA,0.278239,0.721761,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,0.180356,0.819611,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"798","085786_1307_S110_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.587824,0.412176,0.580138,0.419836,2.5e-05,1.6e-05,1.6e-05,0.559786,0.440182,1.2e-05,1.2e-05,0.599485,1.2e-05,0.400479,"NewHyb_JC"
"799","085787_1308_S111_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.000191,0.999809,0.99995,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"800","085788_1309_S112_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.9e-05,0.999951,"JC",0.384864,0.615136,0.938778,2.5e-05,0.061197,0.037002,0.035667,0.223539,0.703792,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"801","085789_1310_S113_","NewHyb_JC",3.99246,"1; 0.993; 1; 1","NewHyb_BC6JC",0.00752,"0; 0.007; 0; 0","NewHyb_JC",4,4,TRUE,0.000156,0.999844,NA,0.509298,0.490702,0.703136,0.296838,2.5e-05,0.456317,1.6e-05,1.6e-05,0.543651,1.2e-05,1.2e-05,0.621009,1.2e-05,0.378954,"NewHyb_JC"
"802","085790_1311_S114_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.446033,0.553967,0.999949,2.6e-05,2.6e-05,1.6e-05,1.6e-05,0.383968,0.615999,1.2e-05,0.21341,0.786553,1.2e-05,1.2e-05,"NewHyb_JC"
"803","085791_1312_S115_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4e-05,0.99996,"JC",0.483793,0.516207,0.842634,2.5e-05,0.157341,1.6e-05,1.6e-05,0.426272,0.573696,1.2e-05,1.2e-05,0.738223,1.2e-05,0.26174,"NewHyb_JC"
"804","085792_1313_S116_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4e-05,0.99996,"JC",0.21903,0.78097,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,0.121644,0.878324,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"805","085793_1314_S117_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.510979,0.489021,0.715692,0.277228,0.007079,0.03365,1.6e-05,0.423246,0.543088,1.2e-05,1.2e-05,0.73024,1.2e-05,0.269723,"NewHyb_JC"
"806","085794_1315_S118_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.3e-05,0.999957,"JC",0.443335,0.556665,0.814207,0.185768,2.5e-05,0.430533,1.6e-05,1.6e-05,0.569435,1.2e-05,1.2e-05,0.705724,1.2e-05,0.294239,"NewHyb_JC"
"807","085795_1316_S119_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.567274,0.432726,0.801808,2.5e-05,0.198166,1.6e-05,1.6e-05,0.491065,0.508902,1.2e-05,1.2e-05,0.66059,1.2e-05,0.339373,"NewHyb_JC"
"808","085796_1317_S120_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.3e-05,0.999957,"JC",0.375105,0.624895,0.999949,2.6e-05,2.6e-05,0.327182,1.6e-05,1.6e-05,0.672786,1.2e-05,1.2e-05,0.786251,1.2e-05,0.213712,"NewHyb_JC"
"809","085797_1318_S121_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,9.1e-05,0.999909,"JC",0.35482,0.64518,0.999949,2.5e-05,2.6e-05,0.10025,0.109095,1.6e-05,0.790639,1.2e-05,0.100188,0.899775,1.2e-05,1.2e-05,"NewHyb_JC"
"810","085798_1319_S122_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.320101,0.679899,0.999949,2.5e-05,2.5e-05,0.24314,1.6e-05,1.6e-05,0.756828,1.2e-05,1.2e-05,0.981314,0.018649,1.2e-05,"NewHyb_JC"
"811","085800_1321_S124_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.5e-05,0.999955,"JC",0.130269,0.869731,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"812","085801_1322_S125_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.6e-05,0.999954,"JC",0.266529,0.733471,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"813","085802_1323_S126_","NewHyb_JC",3.99387,"0.994; 1; 1; 1","NewHyb_BC6JC",0.00595,"0.006; 0; 0; 0","NewHyb_JC",4,4,TRUE,0.000206,0.999794,NA,0.547624,0.452376,0.681798,0.318177,2.5e-05,0.033495,1.6e-05,0.458344,0.508145,1.2e-05,1.2e-05,0.691652,1.2e-05,0.308311,"NewHyb_JC"
"814","085803_1324_S127_","NewHyb_BC2JC",2.97564,"0.965; 0.997; 0.994; 0.02","NewHyb_BCJCxBC3JC",1.00359,"0.032; 0.002; 0.006; 0.964","NewHyb_BC2JC",3,4,TRUE,0.102727,0.897273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JC"
"815","085804_1325_S128_","NewHyb_BCJCxBC3JC",2.22291,"0.334; 0.713; 0.849; 0.328","NewHyb_BCJCxBC2JC",1.08568,"0.009; 0.256; 0.151; 0.669","NewHyb_BCJCxBC3JC",1,1,TRUE,0.174974,0.825026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"816","085805_1326_S129_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.483078,0.516922,0.851633,2.5e-05,0.148342,0.176195,0.142229,1.6e-05,0.68156,1.2e-05,0.258911,0.741052,1.2e-05,1.2e-05,"NewHyb_JC"
"817","085806_1327_S130_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.647067,0.352933,0.493758,0.506216,2.5e-05,1.6e-05,1.6e-05,0.623818,0.37615,1.2e-05,1.2e-05,0.890037,0.109926,1.2e-05,"NewHyb_JC"
"818","085807_1328_S131_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999573,0.000427,2.5e-05,0.999949,2.5e-05,0.060023,1.6e-05,0.939945,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"819","085808_1329_S132_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.99977,0.00023,2.5e-05,0.999949,2.5e-05,0.023918,1.6e-05,0.97605,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"820","085809_1330_S133_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.1e-05,0.999959,"JC",0.083259,0.916741,0.99995,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"821","085810_1331_S134_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.4e-05,0.999956,"JC",0.977036,0.022964,0.024319,0.975656,2.5e-05,0.027231,1.6e-05,0.972737,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"822","085811_1332_S135_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999802,0.000198,2.5e-05,0.999949,2.5e-05,0.015367,1.6e-05,0.984601,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"823","085812_1333_S136_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.981821,0.018179,0.03321,0.966764,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.095962,1.2e-05,0.904001,"NewHyb_JC"
"824","085813_1334_S137_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.989998,0.010002,0.011355,0.98862,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"825","085814_1335_S138_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.1e-05,0.999959,"JC",0.999609,0.000391,2.5e-05,0.999949,2.5e-05,0.402979,1.6e-05,0.596989,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"826","085815_1336_S139_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,5.2e-05,0.999948,"JC",0.975017,0.024983,0.017258,0.982717,2.5e-05,0.037147,1.6e-05,0.96282,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"827","085816_1337_S140_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,5.4e-05,0.999946,"JC",0.990152,0.009848,2.5e-05,0.999949,2.5e-05,0.857321,1.6e-05,1.6e-05,0.142647,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"828","085817_1338_S141_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.979377,0.020623,2.5e-05,0.999949,2.5e-05,0.143358,1.6e-05,0.85661,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"829","085818_1339_S142_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.5e-05,0.999955,"JC",0.339669,0.660331,0.903926,0.096049,2.5e-05,0.237801,1.6e-05,1.6e-05,0.762166,1.2e-05,1.2e-05,0.879771,1.2e-05,0.120192,"NewHyb_JC"
"830","085819_1340_S143_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.99975,0.00025,2.5e-05,0.999949,2.5e-05,0.021857,1.6e-05,0.978111,1.6e-05,0.019092,0.594139,1.2e-05,1.2e-05,0.386744,"NewHyb_JC"
"831","085820_1341_S144_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.815225,0.184775,0.28897,0.711005,2.5e-05,0.556475,0.134194,1.6e-05,0.309314,1.2e-05,1.2e-05,0.25821,1.2e-05,0.741753,"NewHyb_JC"
"832","085821_1342_S145_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.992733,0.007267,0.025054,0.97492,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.113513,1.2e-05,0.886451,"NewHyb_JC"
"833","085822_1343_S146_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.362409,0.637591,0.999949,2.5e-05,2.6e-05,0.197419,1.6e-05,1.6e-05,0.802549,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"834","085823_1344_S147_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.382513,0.617487,0.999949,2.5e-05,2.5e-05,0.248191,1.6e-05,1.6e-05,0.751777,1.2e-05,1.2e-05,0.850819,1.2e-05,0.149144,"NewHyb_JC"
"835","085824_1345_S148_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.34669,0.65331,0.999949,2.5e-05,2.6e-05,1.6e-05,1.6e-05,0.259388,0.74058,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"836","085825_1346_S149_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.363606,0.636394,0.92162,0.078354,2.5e-05,1.6e-05,1.6e-05,0.261302,0.738665,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"NewHyb_JC"
"837","085826_1347_S150_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.9856,0.0144,0.055821,0.944154,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.323824,0.079909,1.2e-05,0.596242,"NewHyb_JC"
"838","085827_1348_S151_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999772,0.000228,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"839","085828_1349_S152_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.811378,0.188622,0.318957,0.681018,2.5e-05,1.6e-05,1.6e-05,0.811268,0.1887,1.2e-05,0.950039,1.2e-05,1.2e-05,0.049924,"NewHyb_JC"
"840","085829_1350_S153_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.503175,0.496825,0.875015,2.5e-05,0.124959,1.6e-05,1.6e-05,0.452717,0.547251,1.2e-05,1.2e-05,0.729485,1.2e-05,0.270478,"NewHyb_JC"
"841","085830_1351_S154_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.869255,0.130745,2.6e-05,0.999949,2.5e-05,0.919702,1.6e-05,1.6e-05,0.080266,1.2e-05,1.2e-05,0.092701,1.2e-05,0.907262,"NewHyb_JC"
"842","085831_1352_S155_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.774678,0.225322,0.334089,0.665885,2.5e-05,0.010121,1.6e-05,0.752358,0.237505,1.2e-05,1.2e-05,0.340744,1.2e-05,0.659219,"NewHyb_JC"
"843","085832_1353_S156_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.842135,0.157865,0.299303,0.700672,2.5e-05,1.6e-05,1.6e-05,0.840207,0.159761,0.230875,1.2e-05,0.32438,1.2e-05,0.44472,"NewHyb_JC"
"844","085833_1354_S157_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.634362,0.365638,0.571628,0.428347,2.5e-05,1.6e-05,1.6e-05,0.586928,0.413039,1.2e-05,0.43842,0.561543,1.2e-05,1.2e-05,"NewHyb_JC"
"845","085834_1355_S158_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999839,0.000161,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"846","085835_1356_S159_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,8.6e-05,0.999914,"JC",0.344376,0.655624,0.969748,0.030227,2.5e-05,0.296683,1.6e-05,1.6e-05,0.703285,1.2e-05,1.2e-05,0.835077,1.2e-05,0.164887,"NewHyb_JC"
"847","085836_1357_S160_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.5e-05,0.999955,"JC",0.999777,0.000223,2.5e-05,0.999949,2.5e-05,0.042908,1.6e-05,0.957059,1.6e-05,1.2e-05,0.664661,1.2e-05,1.2e-05,0.335302,"NewHyb_JC"
"848","085837_1358_S161_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.2e-05,0.999958,"JC",0.626956,0.373044,0.571238,0.428736,2.5e-05,0.006008,1.6e-05,0.583901,0.410075,1.2e-05,0.449948,0.550015,1.2e-05,1.2e-05,"NewHyb_JC"
"849","085838_1359_S162_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.9998,2e-04,0.4195,2.6e-05,0.580474,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.940572,1.2e-05,1.2e-05,0.059391,"NewHyb_JC"
"850","085839_1360_S163_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.613729,0.386271,0.783122,2.5e-05,0.216853,1.6e-05,1.6e-05,0.59176,0.408208,0.120687,1.2e-05,0.634895,1.2e-05,0.244393,"NewHyb_JC"
"851","085840_1361_S164_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.724917,0.275083,0.694756,2.5e-05,0.305219,1.6e-05,1.6e-05,0.702046,0.297922,1.2e-05,0.363423,0.447676,1.2e-05,0.188876,"NewHyb_JC"
