,LabID,seqType,index_number,JN,JC.,JC..1,JA,Description,Contact,plate,y_old,x_old,name2,JC_total,SampleID,SiteNumber,location,SampleNumber,SampleNumber2,FromWhatSpreadsheet,FromWhatSpreadsheet_notes,Latitude,Longitude,SiteOwner,DateSampled,PlantHeight_ft,DBH_cm,ProducingSeed,PercentLiveCanopy,EpicormicBranches_FromBase,EpicormicBranches_FromTrunk,VisibleCankers,Calloused_YN,AreaInfectedByCanker_Trunk_perc,AreaInfectedByCanker_RootFlare_prec,InfectionSeverity,TerminalBudShape,BudScarShape,LenticalShape,FruitsPerBunch,Seedling_YN,y_new,x_new,JA_struc_K2,JC_struc_K2
238,085802_1323_S126_,1,1323,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-323,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU323,ILM,,BU323,323,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88302,-73.3311,,9/10/2025,1.33,NA,,,,,Y,Y,NA,NA,NA,NA,0,0,NA,Y,44.88302,-73.3311,NA,NA
237,085803_1324_S127_,1,1324,2.00E-06,0.003965,0.897747,0.098286,Martin Kratt-314,Martin Kratt,,44.88406,-73.32648,,0.901712,JC-W-ILM-BU314,ILM,,BU314,314,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88301,-73.3307,,9/10/2025,0.54,NA,,,,,,,NA,NA,NA,NA,0,0,NA,Y,44.88301,-73.3307,NA,NA
236,085804_1325_S128_,1,1325,2.00E-06,0.048545,0.779995,0.171458,Martin Kratt-309,Martin Kratt,,44.88406,-73.32648,,0.82854,JC-W-ILM-BU309,ILM,,BU309,309,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88291,-73.3306,,9/10/2025,1.81,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88291,-73.3306,NA,NA
235,085805_1326_S129_,1,1326,2.00E-06,0.005462,0.994534,2.00E-06,Martin Kratt-308,Martin Kratt,,44.88406,-73.32648,,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.88406,-73.32648,NA,NA
233,085806_1327_S130_,1,1327,2.00E-06,0.433565,0.566431,2.00E-06,Martin Kratt-288,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU288,ILM,,BU288,288,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88343,-73.3272,,9/7/2025,9,2.4,No,100,N,N,Y,Y,0,0,1,NA,0,0,NA,N,44.88343,-73.3272,NA,NA
231,085807_1328_S131_,1,1328,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-273,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU273,ILM,,BU273,273,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88341,-73.327,,9/7/2025,1.92,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88341,-73.327,NA,NA
232,085808_1329_S132_,1,1329,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-286,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU286,ILM,,BU286,286,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88344,-73.3274,,9/7/2025,1.1,NA,,,,,Y,N,NA,NA,NA,NA,Unsure,0,NA,Y,44.88344,-73.3274,NA,NA
230,085809_1330_S133_,1,1330,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-267,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU267,ILM,,BU267,267,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88337,-73.327,,9/7/2025,1.06,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88337,-73.327,NA,NA
229,085810_1331_S134_,1,1331,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-265,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU265,ILM,,BU265,265,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.883401,-73.327,,9/7/2025,1.66,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.883401,-73.327,NA,NA
227,085811_1332_S135_,1,1332,2.00E-06,0.981139,0.018857,2.00E-06,Martin Kratt-263,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU263,ILM,,BU263,263,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88345,-73.327,,9/7/2025,1.62,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88345,-73.327,NA,NA
226,085812_1333_S136_,1,1333,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-262,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU262,ILM,,BU262,262,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88345,-73.327,,9/7/2025,1,NA,,,,,Y,Y,NA,NA,NA,NA,0,0,NA,Y,44.88345,-73.327,NA,NA
223,085813_1334_S137_,1,1334,2.00E-06,0.993663,0.006333,2.00E-06,Martin Kratt-255,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU255,ILM,,BU255,255,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88376,-73.3269,,9/7/2025,0.96,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88376,-73.3269,NA,NA
222,085814_1335_S138_,1,1335,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-253,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU253,ILM,,BU253,253,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88378,-73.3268,,9/7/2025,2.52,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88378,-73.3268,NA,NA
221,085815_1336_S139_,1,1336,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-252,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU252,ILM,,BU252,252,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88385,-73.3267,,9/6/2025,2.12,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88385,-73.3267,NA,NA
220,085816_1337_S140_,1,1337,2.00E-06,0.994917,0.005079,2.00E-06,Martin Kratt-251,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU251,ILM,,BU251,251,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88384,-73.3268,,9/6/2025,1.04,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88384,-73.3268,NA,NA
219,085817_1338_S141_,1,1338,2.00E-06,0.997727,0.002269,2.00E-06,Martin Kratt-250,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU250,ILM,,BU250,250,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88384,-73.3268,,9/6/2025,0.68,NA,,,,,,,NA,NA,NA,NA,0,0,NA,Y,44.88384,-73.3268,NA,NA
203,085818_1339_S142_,1,1339,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-222,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU222,ILM,,BU222,222,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88237,-73.3307,,9/8/2025,1.25,NA,,,,,,,NA,NA,NA,NA,,,NA,Y,44.88237,-73.3307,NA,NA
169,085819_1340_S143_,1,1340,2.00E-06,0.525895,0.474101,2.00E-06,Martin Kratt-178,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-178,ILM,,178,178,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.886826,-73.327518,,7/9/2025,7.5,2,No,85,0,0,Y,NA,0,0,1.5,NA,1,0,NA,N,44.886826,-73.327518,NA,NA
149,085820_1341_S144_,1,1341,2.00E-06,0.705444,0.294552,2.00E-06,Martin Kratt-161,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU161,ILM,,BU161,161,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88333,-73.3273,,9/7/2025,6,1.2,No,100,N,N,Y,NA,0,0,1,NA,0,0,NA,N,44.88333,-73.3273,NA,NA
129,085822_1343_S146_,1,1343,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-142,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU142,ILM,,BU142,142,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88307,-73.3313,,9/4/2025,2.18,NA,,,,,N,,NA,NA,NA,NA,0,Unsure,NA,Y,44.88307,-73.3313,NA,NA
127,085823_1344_S147_,1,1344,2.00E-06,0.028352,0.971644,2.00E-06,Martin Kratt-141,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU141,ILM,,BU141,141,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88309,-73.3312,,9/4/2025,1.9,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88309,-73.3312,NA,NA
125,085824_1345_S148_,1,1345,2.00E-06,0.000911,0.999085,2.00E-06,Martin Kratt-138,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU138,ILM,,BU138,138,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88308,-73.331,,9/10/2025,1.14,NA,,,,,,,NA,NA,NA,NA,0,0,NA,Y,44.88308,-73.331,NA,NA
124,085825_1346_S149_,1,1346,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-133,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU133,ILM,,BU133,133,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88304,-73.3304,,9/8/2025,0.94,NA,,,,,Y,Y,NA,NA,NA,NA,1,0,NA,Y,44.88304,-73.3304,NA,NA
67,085826_1347_S150_,1,1347,2.00E-06,0.828496,0.1715,2.00E-06,Martin Kratt-52,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU52,ILM,,BU52,52,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.8852,-73.3264,,9/3/2025,1.15,NA,,,,,,,NA,NA,NA,NA,0,0,NA,Y,44.8852,-73.3264,NA,NA
28,085827_1348_S151_,1,1348,2.00E-06,0.987217,0.012779,2.00E-06,Martin Kratt-10,Martin Kratt,,44.88406,-73.32648,,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.88406,-73.32648,NA,NA
345,085828_1349_S152_,1,1349,2.00E-06,0.173011,0.826985,2.00E-06,Martin Kratt-535,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU535,ILM,,BU535,535,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88518,-73.3291,,9/5/2025,1.5,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88518,-73.3291,NA,NA
344,085829_1350_S153_,1,1350,2.00E-06,0.005089,0.994907,2.00E-06,Martin Kratt-534,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU534,ILM,,BU534,,,,NA,NA,,,1.2,NA,,,,,,,NA,NA,NA,NA,,,NA,,44.88406,-73.32648,NA,NA
349,085830_1351_S154_,1,1351,2.00E-06,0.794793,0.205203,2.00E-06,Martin Kratt-542,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU542,ILM,,BU542,542,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88494,-73.3291,,9/5/2025,1.35,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88494,-73.3291,NA,NA
346,085831_1352_S155_,1,1352,2.00E-06,0.50716,0.492836,2.00E-06,Martin Kratt-538,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU538,ILM,,BU538,538,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88515,-73.3292,,9/5/2025,1.46,NA,,,,,Y,Y,NA,NA,NA,NA,1,0,NA,Y,44.88515,-73.3292,NA,NA
343,085832_1353_S156_,1,1353,2.00E-06,0.221494,0.778502,2.00E-06,Martin Kratt-530,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU530,ILM,,BU530,530,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88516,-73.329,,9/5/2025,0.75,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88516,-73.329,NA,NA
342,085833_1354_S157_,1,1354,2.00E-06,0.105003,0.894993,2.00E-06,Martin Kratt-529,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU529,ILM,,BU529,529,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88512,-73.3289,,9/5/2025,1.06,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88512,-73.3289,NA,NA
341,085834_1355_S158_,1,1355,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-525,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU525,ILM,,BU525,525,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88531,-73.3288,,9/5/2025,1.43,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88531,-73.3288,NA,NA
340,085835_1356_S159_,1,1356,2.00E-06,0.053992,0.946004,2.00E-06,Martin Kratt-523,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU523,ILM,,BU523,523,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88526,-73.3287,,9/5/2025,1.12,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88526,-73.3287,NA,NA
339,085836_1357_S160_,1,1357,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-521,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU521,ILM,,BU521,521,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88527,-73.3286,,9/5/2025,1.86,NA,,,,,Y,N,NA,NA,NA,NA,Unsure,0,NA,Y,44.88527,-73.3286,NA,NA
338,085837_1358_S161_,1,1358,2.00E-06,0.044228,0.955768,2.00E-06,Martin Kratt-520,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU520,ILM,,BU520,520,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88526,-73.3287,,9/5/2025,1.48,NA,,,,,Y,Y,NA,NA,NA,NA,0,0,NA,Y,44.88526,-73.3287,NA,NA
336,085838_1359_S162_,1,1359,2.00E-06,0.329963,0.670033,2.00E-06,Martin Kratt-514,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU514,ILM,,BU514,514,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88521,-73.3287,,9/5/2025,3.04,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88521,-73.3287,NA,NA
334,085839_1360_S163_,1,1360,2.00E-06,0.017446,0.98255,2.00E-06,Martin Kratt-512,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU512,ILM,,BU512,512,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88514,-73.3289,,9/5/2025,1.44,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88514,-73.3289,NA,NA
332,085840_1361_S164_,1,1361,2.00E-06,0.046613,0.953383,2.00E-06,Martin Kratt-505,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU505,ILM,,BU505,505,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88494,-73.3287,,9/5/2025,1.24,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88494,-73.3287,NA,NA
331,085841_1362_S165_,1,1362,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-501,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU501,ILM,,BU501,501,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88509,-73.3288,,9/5/2025,1.54,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88509,-73.3288,NA,NA
330,085842_1363_S166_,1,1363,2.00E-06,0.016496,0.9835,2.00E-06,Martin Kratt-500,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU500,ILM,,BU500,500,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88508,-73.3286,,9/5/2025,1.16,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88508,-73.3286,NA,NA
329,085843_1364_S167_,1,1364,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-497,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU497,ILM,,BU497,497,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88515,-73.3286,,9/5/2025,1.92,NA,,,,,Y,Y,NA,NA,NA,NA,0,0,NA,Y,44.88515,-73.3286,NA,NA
327,085844_1365_S168_,1,1365,2.00E-06,0.559828,0.440168,2.00E-06,Martin Kratt-495,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-495,ILM,,495,495,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.885394,-73.328134,,7/12/2025,1.416,NA,,50,0,1,Y,NA,5,0,5,NA,0,0,NA,Y,44.885394,-73.328134,NA,NA
326,085845_1366_S169_,1,1366,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-494,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-494,ILM,,494,494,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.885307,-73.327943,,7/12/2025,3.29,NA,,100,0,0,Y,NA,15,0,5,NA,0,0,NA,Y,44.885307,-73.327943,NA,NA
325,085846_1367_S170_,1,1367,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-493,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU493,ILM,,BU493,493,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.884064,-73.328089,,9/7/2025,1.03,NA,,,,,,,NA,NA,NA,NA,,,NA,Y,44.884064,-73.328089,NA,NA
324,085847_1368_S171_,1,1368,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-490,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU490,ILM,,BU490,490,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88418,-73.3283,,9/7/2025,2,NA,,,,,Y,Y,NA,NA,NA,NA,Unsure,0,NA,Y,44.88418,-73.3283,NA,NA
323,085848_1369_S172_,1,1369,2.00E-06,0.135019,0.864977,2.00E-06,Martin Kratt-486,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU486,ILM,,BU486,486,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88425,-73.3284,,9/7/2025,1.88,NA,,,,,Y,N,NA,NA,NA,NA,0,0,NA,Y,44.88425,-73.3284,NA,NA
322,085849_1370_S173_,1,1370,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-484,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-484,ILM,,484,484,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.884648,-73.327788,,7/12/2025,1.5,NA,,80,1,0,Y,N,50,0,5,NA,0,0,NA,Y,44.884648,-73.327788,NA,NA
320,085850_1371_S174_,1,1371,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-479,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-479,ILM,,479,479,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.884715,-73.327395,,7/12/2025,1.4166,NA,,100,0,0,N,,NA,NA,NA,NA,Unsure,Unsure,NA,Y,44.884715,-73.327395,NA,NA
317,085851_1372_S175_,1,1372,2.00E-06,0.023944,0.976052,2.00E-06,Martin Kratt-472,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU472,ILM,,BU472,472,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88304,-73.3296,,9/8/2025,1.2,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88304,-73.3296,NA,NA
318,085852_1373_S176_,1,1373,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-476,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-476,ILM,,476,476,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.88486,-73.327347,,7/12/2025,1.875,NA,,90,0,0,Y,N,25,0,5,NA,Unsure,Unsure,NA,Y,44.88486,-73.327347,NA,NA
316,085853_1374_S177_,1,1374,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-467,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU467,ILM,,BU467,467,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88287,-73.3294,,9/8/2025,1.62,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88287,-73.3294,NA,NA
319,085854_1375_S178_,1,1375,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-477,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-477,ILM,,477,477,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.884871,-73.327243,,7/12/2025,1,NA,,75,0,0,Y,N,5,0,5,NA,Unsure,0,NA,Y,44.884871,-73.327243,NA,NA
314,085855_1376_S179_,1,1376,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-464,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU464,ILM,,BU464,464,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88273,-73.3293,,9/8/2025,1.44,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88273,-73.3293,NA,NA
309,085856_1377_S180_,1,1377,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-456,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU456,ILM,,BU456,456,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88292,-73.3285,,9/8/2025,1.12,NA,,,,,Y,N,NA,NA,NA,NA,Unsure,0,NA,Y,44.88292,-73.3285,NA,NA
313,085857_1378_S181_,1,1378,2.00E-06,0.042333,0.957663,2.00E-06,Martin Kratt-462,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU462,ILM,,BU462,462,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88288,-73.3292,,9/8/2025,1.02,NA,,,,,Y,Y,NA,NA,NA,NA,0,0,NA,Y,44.88288,-73.3292,NA,NA
305,085858_1379_S182_,1,1379,2.00E-06,0.015622,0.984374,2.00E-06,Martin Kratt-452,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU452,ILM,,BU452,452,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.883,-73.3282,,9/8/2025,2.08,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.883,-73.3282,NA,NA
312,085859_1380_S183_,1,1380,2.00E-06,0.067407,0.932589,2.00E-06,Martin Kratt-461,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU461,ILM,,BU461,461,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88309,-73.3292,,9/8/2025,1.16,NA,,,,,Y,N,NA,NA,NA,NA,1,0,NA,Y,44.88309,-73.3292,NA,NA
310,085860_1381_S184_,1,1381,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-457,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU457,ILM,,BU457,457,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88287,-73.3287,,9/8/2025,1.2,NA,,,,,,,NA,NA,NA,NA,0,0,NA,Y,44.88287,-73.3287,NA,NA
311,085861_1382_S185_,1,1382,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-459,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU459,ILM,,BU459,459,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.8829,-73.3289,,9/8/2025,1.12,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.8829,-73.3289,NA,NA
308,085862_1383_S186_,1,1383,2.00E-06,0.002333,0.997663,2.00E-06,Martin Kratt-455,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU455,ILM,,BU455,455,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88292,-73.3283,,9/8/2025,1.18,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88292,-73.3283,NA,NA
307,085863_1384_S187_,1,1384,2.00E-06,0.010163,0.989833,2.00E-06,Martin Kratt-454,Martin Kratt,,44.88406,-73.32648,,0.999996,JC-W-ILM-BU454,ILM,,BU454,454,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88286,-73.3283,,9/8/2025,0.83,NA,,,,,N,,NA,NA,NA,NA,0,0,NA,Y,44.88286,-73.3283,NA,NA
