,index_number,LabID,JP_fastStruc_K2_JA,JP_fastStruc_K2_JC,Country,Description,latitude_dd,Longitude_dd,Canker,mapid,dbh_mm,Natural.Forest.Plantation,Situation,Sample.collection.Year,Resource
560,51-2010-5-18,087387_51-2010-5-18_S90_,3.40E-05,0.999966,USA,51-2010-5-18,39.505839,-80.243402,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
561,51-2010-5-19,087388_51-2010-5-19_S91_,0.257568,0.742432,USA,51-2010-5-19,41.404679,-85.417271,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
562,51-2010-5-20,087389_51-2010-5-20_S92_,4.10E-05,0.999959,USA,51-2010-5-20,44.0247,-88.5426,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
563,51-2010-5-21,087390_51-2010-5-21_S93_,3.70E-05,0.999963,USA,51-2010-5-21,40.753799,-86.355168,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
564,51-2010-5-23,087391_51-2010-5-23_S94_,3.40E-05,0.999966,USA,51-2010-5-23,39.505839,-80.243402,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
565,51-2010-5-24,087392_51-2010-5-24_S95_,3.50E-05,0.999965,USA,51-2010-5-24,39.505839,-80.243402,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
566,51-2010-5-25,087393_51-2010-5-25_S96_,3.60E-05,0.999964,USA,51-2010-5-25,40.753799,-86.355168,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
567,51-2010-5-26,087394_51-2010-5-26_S97_,3.40E-05,0.999966,USA,51-2010-5-26,45.211656,-90.504853,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
587,31,079109_31_S114_,3.40E-05,0.999966,USA,"6: Seedling. Nut origin is Morgan County, IN",39.43,-86.09,Y,Snyder,NA,Plantation or private property,Exact Location,2025,Leaves
590,1476,085955_1476_S279_,4.10E-05,0.999959,USA,648 Furbuy (Mulberry St),45.41,-92.66,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
591,127,079106_127_S111_,0.273962,0.726038,USA,"7: Seedling. Nut origin is Monroe County, MI",41.91,-83.39,Y,Snyder,NA,Plantation or private property,Exact Location,2025,Leaves
592,R17T18-704,095382_R17T18-704_S249_,0.27781,0.72219,USA,704 Bnut 1,40.0459913,-86.4650842,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
593,R17T7-707,095378_R17T7-707_S245_,3.40E-05,0.999966,USA,707 Bnut 1,40.0459913,-86.4650842,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
594,R17T9-707,095379_R17T9-707_S246_,0.52637,0.47363,USA,707 Bnut 1,40.0459913,-86.4650842,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
595,R17T4-708,095377_R17T4-708_S244_,0.017999,0.982001,USA,708 Bnut 1,41.322843,-86.2809625,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
599,32,079110_32_S115_,3.40E-05,0.999966,USA,"8: Seedling. Nut origin is Dubois County, IN",38.44,-86.84,Y,Snyder,NA,Plantation or private property,Exact Location,2025,Leaves
605,1171,095439_1171_S306_,3.80E-05,0.999962,USA,"953, location: 20-4",38.76,-82.52,N,Conrad,NA,Natural Forest,Exact Location,2025,Leaves
606,1175,095443_1175_S310_,4.00E-05,0.99996,USA,"956, location: 11-5",39.25,-82.49,N,Conrad,NA,Natural Forest,Exact Location,2025,Leaves
607,1172,095440_1172_S307_,0.000363,0.999637,USA,"963, location: 18-4",39.2,-84.54,Y,Conrad,NA,Natural Forest,Exact Location,2025,Leaves
609,1993,100650_1993_S185_,3.40E-05,0.999966,USA,A@465,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
610,1834,100488_1834_S23_,3.30E-05,0.999967,USA,A_Almevai_1,45.25,-90.64,Y,Almevai,NA,Plantation,Exact Location,2024,Leaves
611,2150,100807_2150_S342_,3.40E-05,0.999966,USA,A_DelValle_1,41.789191,-88.024163,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
612,2152,100809_2152_S344_,3.50E-05,0.999965,USA,A_DelValle_3,37.71159658,-89.19826527,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
613,2154,100811_2154_S346_,3.40E-05,0.999966,USA,A_DelValle_5,37.71159658,-89.19826527,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
614,572,084337_12-572_S101_,3.60E-05,0.999964,USA,"A-12, 14 B-TN",35.54,-83.27,Y,Warwell,NA,Plantation,City level,2025,Leaves
615,571,084336_12-571_S100_,3.40E-05,0.999966,USA,"A-14, 1 BCR-TN",35.54,-83.27,Y,Warwell,NA,Plantation,City level,2025,Leaves
616,570,084335_12-570_S99_,0.356855,0.643145,USA,"A-17, 6 B-NC",35.27,-83.97,Y,Warwell,NA,Plantation,City level,2025,Leaves
617,569,084334_12-569_S98_,0.450137,0.549863,USA,"A-21, 11 H-NC",35.23,-82.78,N,Warwell,NA,Plantation,City level,2025,Leaves
618,661,084425_12-661_S189_,3.90E-05,0.999961,USA,"AA-105, WW2",35.62,-83.93,Y,Warwell,NA,Plantation,City level,2025,Leaves
619,2049,100706_2049_S241_,3.70E-05,0.999963,USA,ABR-001,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
620,2050,100707_2050_S242_,3.40E-05,0.999966,USA,ABR-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
621,475,091218_475_S357_,3.40E-05,0.999966,USA,ABRAMS_CREEK_1,35.61,-83.93,Y,Evans,NA,Natural Forest,Exact Location,2024,Leaves
622,478,091221_478_S360_,3.50E-05,0.999965,USA,Ace_Gap_1,35.64,-83.81,Y,Evans,NA,Natural Forest,Exact Location,2024,Leaves
623,1194,095462_1194_S329_,3.40E-05,0.999966,USA,"AGC01, Jensen",47.07,-94.57,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
624,1195,095463_1195_S330_,6.20E-05,0.999938,USA,"AGC02, Jensen",47.07,-94.57,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
625,1519,091947_1519_S34_,3.40E-05,0.999966,USA,AmandaWeise-414,42.99,-89.02,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
626,1520,091948_1520_S35_,3.80E-05,0.999962,USA,AmandaWeise-540,46.34,-90.65,N,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
627,1521,091949_1521_S36_,3.80E-05,0.999962,USA,AmandaWeise-547,43.07,-89.49,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
628,1523,091951_1523_S38_,0.165816,0.834184,USA,AmandaWeise-568,42.63,-88.76,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
629,2083,100740_2083_S275_,3.40E-05,0.999966,USA,ANCH-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
630,2047,100704_2047_S239_,3.40E-05,0.999966,USA,AND-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
631,2048,100705_2048_S240_,4.40E-05,0.999956,USA,AND-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
632,519,079125_519_S130_,0.480776,0.519224,USA,Avon,42.91,-77.76,N,Holbein,NA,Plantation or private property,Exact Location,2025,Leaves
633,1994,100651_1994_S186_,3.30E-05,0.999967,USA,B@465,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
634,2331,101429_2331_S144_,0.000539,0.999461,USA,B_Gilbert_A1,35.30416,-82.7388,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
635,2332,101430_2332_S145_,0.686037,0.313963,USA,B_Gilbert_A2,35.3039,-82.73874,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
636,2333,101431_2333_S146_,4.00E-05,0.99996,USA,B_Gilbert_A3,35.30859,-82.74574,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
637,2334,101432_2334_S147_,0.667955,0.332045,USA,B_Gilbert_A4,35.30851,-82.74594,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
638,2335,101433_2335_S148_,3.40E-05,0.999966,USA,B_Gilbert_A5,35.30079,-82.73781,N,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
639,2336,101434_2336_S149_,0.39274,0.60726,USA,B_Gilbert_A6,35.30555,-82.74089,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
640,2337,101435_2337_S150_,3.60E-05,0.999964,USA,B_Gilbert_B1,35.23076,-82.74097,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
641,2340,101438_2340_S153_,0.425842,0.574158,USA,B_Gilbert_D1,35.27498,-82.71141,N,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
642,2344,101442_2344_S157_,0.302711,0.697289,USA,B_Gilbert_D5,35.28295,-82.72206,N,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
643,2338,101436_2338_S151_,0.35871,0.64129,USA,B_Gilert_B2,35.23105,-82.74097,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
644,2339,101437_2339_S152_,3.40E-05,0.999966,USA,B_Gilert_B3,35.23132,-82.7411,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
645,2341,101439_2341_S154_,3.60E-05,0.999964,USA,B_Gilert_D2,35.27509,-82.7115,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
646,2342,101440_2342_S155_,0.710456,0.289544,USA,B_Gilert_D3,35.28362,-82.72511,N,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
647,2343,101441_2343_S156_,0.003644,0.996356,USA,B_Gilert_D4,35.2785,-82.71395,N,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
648,2345,101443_2345_S158_,3.50E-05,0.999965,USA,B_Gilert_G1,35.26338,-82.32537,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
649,2346,101444_2346_S159_,0.368006,0.631994,USA,B_Gilert_G2,35.26385,-82.32515,Y,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
650,2347,101445_2347_S160_,3.70E-05,0.999963,USA,B_Gilert_K1,35.21965,-82.77855,N,Brendan Gilbert,NA,Natural Forest,Exact Location,2025,Leaves
651,Germ4,087590_Germ4_S293_,3.60E-05,0.999964,USA,B-1,44.3148,-85.6024,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
652,Germ14,087600_Germ14_S303_,4.00E-05,0.99996,USA,B-11,41.2033,-77.1945,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
653,Ger-23-86,095320_Ger-23-86_S187_,0.09452,0.90548,USA,B12,39.7684,-86.1581,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
654,575,084340_12-575_S104_,0.628102,0.371898,USA,"B-12, SG-PA-TN",35.54,-83.27,Y,Warwell,NA,Plantation,City level,2025,Leaves
655,Ger-23-70,095322_Ger-23-70_S189_,0.138637,0.861363,USA,B14,41.2033,-77.1945,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
656,574,084339_12-574_S103_,4.10E-05,0.999959,USA,"B-17, 10 B-TN",35.54,-83.27,Y,Warwell,NA,Plantation,City level,2025,Leaves
657,Germ15,087601_Germ15_S304_,3.40E-05,0.999966,USA,B-18,38.8612,-86.4872,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
658,573,084338_12-573_S102_,3.40E-05,0.999966,USA,"B-19, 10 B-TN",35.54,-83.27,Y,Warwell,NA,Plantation,City level,2025,Leaves
659,Ger-23-58,095325_Ger-23-58_S192_,0.031934,0.968066,USA,B2,42.9134,-75.5963,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
660,Germ6,087592_Germ6_S295_,3.40E-05,0.999966,USA,B-3,42.9134,-75.5963,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
661,576,084341_12-576_S105_,0.636088,0.363912,USA,"B-3, 20 B-TN",35.41,-83.25,Y,Warwell,NA,Plantation,City level,2025,Leaves
662,Ger-23-49,095326_Ger-23-49_S193_,0.063587,0.936413,USA,B4,40.8781,-77.7996,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
663,Ger-23-66,095324_Ger-23-66_S191_,0.054134,0.945866,USA,B5,40.6331,-89.3985,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
664,Ger-23-66,095323_Ger-23-66_S190_,0.06692,0.93308,USA,B5,40.6331,-89.3985,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
665,Germ2,087588_Germ2_S291_,6.70E-05,0.999933,USA,B-6,41.2033,-77.1945,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
666,Germ3,087589_Germ3_S292_,3.40E-05,0.999966,USA,B-8,43.1573,-75.3327,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
667,2553,101561_2553_S276_,0.002402,0.997598,USA,BaptistChurch,41.787486,-72.224528,N,Connoly,NA,suburban edge trees,Exact Location,2025,Leaves
668,2079,100736_2079_S271_,3.40E-05,0.999966,USA,BAT-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
669,2080,100737_2080_S272_,3.40E-05,0.999966,USA,BAT-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
670,2081,100738_2081_S273_,3.40E-05,0.999966,USA,BAT-03,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
671,711,079246_711_S251_,3.70E-05,0.999963,USA,"BB1, Blandy 1 [BB1]",38.88,-78.38,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
672,663,084426_12-663_S190_,4.00E-05,0.99996,USA,"BB-102, 02",35.13,-80.14,Y,Warwell,NA,Plantation,City level,2025,Leaves
673,664,084427_12-664_S191_,0.365029,0.634971,USA,BB-116,35.22,-82.91,Y,Warwell,NA,Plantation,City level,2025,Leaves
674,665,084428_12-665_S192_,4.90E-05,0.999951,USA,BB-117,35.28,-84.57,Y,Warwell,NA,Plantation,City level,2025,Leaves
675,666,084429_12-666_S193_,3.80E-05,0.999962,USA,BB-122,35.41,-79.05,Y,Warwell,NA,Plantation,City level,2025,Leaves
676,719,079257_719_S262_,3.30E-05,0.999967,USA,"BB3, Blandy 3",38.88,-78.38,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
677,bell-1-1,101575_bell-1-1_S290_,3.70E-05,0.999963,USA,bell-1-1,38.84116,-86.48345,N,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
678,bell-11-1,101659_bell-11-1_S374_,0.005383,0.994617,USA,bell-11-1,43.80136,-91.23958,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
679,bell-11-15,101661_bell-11-15_S376_,4.50E-05,0.999955,USA,bell-11-15,45.00608,-93.15661,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
680,bell-11-21,101662_bell-11-21_S377_,0.68735,0.31265,USA,bell-11-21,37.09,-92.54,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
681,bell-11-28,101664_bell-11-28_S379_,0.001567,0.998433,USA,bell-11-28,41.04696,-86.26358,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
682,bell-11-9,101660_bell-11-9_S375_,0.000128,0.999872,USA,bell-11-9,37.09,-92.54,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
683,bell-1-2,101576_bell-1-2_S291_,3.60E-05,0.999964,USA,bell-1-2,38.70801,-86.80307,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
684,bell-12-36,101663_bell-12-36_S378_,0.004299,0.995701,USA,bell-12-36,41.34823,-86.31874,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
685,bell-12-42,101658_bell-12-42_S373_,0.598955,0.401045,USA,bell-12-42,41.64387,-85.00077,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
686,bell-12-8,101666_bell-12-8_S381_,5.40E-05,0.999946,USA,bell-12-8,41.34823,-86.31874,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
687,bell-1-4,101577_bell-1-4_S292_,4.00E-05,0.99996,USA,bell-1-4,37.36646,-85.32784,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
688,bell-15-11,101669_bell-15-11_S384_,0.174398,0.825602,USA,bell-15-11,41.34823,-86.31874,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
689,bell-15-12,101670_bell-15-12_S385_,0.177177,0.822823,USA,bell-15-12,41.04696,-86.26358,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
690,bell-3-1,101578_bell-3-1_S293_,3.70E-05,0.999963,USA,bell-3-1,43.0389,-87.90647,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
691,bell-3-10,101583_bell-3-10_S298_,0.999964,3.60E-05,USA,bell-3-10,39.32924,-82.10126,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
692,bell-3-11,101584_bell-3-11_S299_,3.40E-05,0.999966,USA,bell-3-11,39.3,-82.1,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
693,bell-3-12,101585_bell-3-12_S300_,0.999962,3.80E-05,USA,bell-3-12,43.33804,-89.3804,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
694,bell-3-13,101586_bell-3-13_S301_,0.000286,0.999714,USA,bell-3-13,39.25099,-82.48535,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
695,bell-3-14,101587_bell-3-14_S302_,0.999963,3.70E-05,USA,bell-3-14,44.9206,-91.7491,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
696,bell-3-17,101588_bell-3-17_S303_,3.80E-05,0.999962,USA,bell-3-17,38.69998,-82.51574,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
697,bell-3-2,101579_bell-3-2_S294_,3.40E-05,0.999966,USA,bell-3-2,39.25099,-82.48535,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
698,bell-3-21,101590_bell-3-21_S305_,4.20E-05,0.999958,USA,bell-3-21,43.59386,-90.83438,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
699,bell-3-27,101591_bell-3-27_S306_,3.50E-05,0.999965,USA,bell-3-27,41.64387,-85.00077,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
700,bell-3-3,101580_bell-3-3_S295_,3.40E-05,0.999966,USA,bell-3-3,39.50313,-82.08459,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
701,bell-3-30,101592_bell-3-30_S307_,3.90E-05,0.999961,USA,bell-3-30,38.61303,-85.33757,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
702,bell-3-33,101593_bell-3-33_S308_,0.476634,0.523366,USA,bell-3-33,37.87203,-84.58093,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
703,bell-3-34,101594_bell-3-34_S309_,3.60E-05,0.999964,USA,bell-3-34,41.915,-85.997,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
704,bell-3-36,101595_bell-3-36_S310_,0.000305,0.999695,USA,bell-3-36,38.9765,-82.3415,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
705,bell-3-37,101596_bell-3-37_S311_,0.009975,0.990025,USA,bell-3-37,39.32924,-82.10126,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
706,bell-3-38,101597_bell-3-38_S312_,0.000219,0.999781,USA,bell-3-38,38.51909,-86.5138,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
707,bell-3-39,101598_bell-3-39_S313_,3.50E-05,0.999965,USA,bell-3-39,43.0389,-87.90647,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
708,bell-3-4,101581_bell-3-4_S296_,3.50E-05,0.999965,USA,bell-3-4,39.50313,-82.08459,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
709,bell-3-5,101582_bell-3-5_S297_,3.40E-05,0.999966,USA,bell-3-5,39.2834,-82.3921,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
710,bell-4-10,101602_bell-4-10_S317_,3.40E-05,0.999966,USA,bell-4-10,35.5557,-79.3877,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
711,bell-4-11,101603_bell-4-11_S318_,4.10E-05,0.999959,USA,bell-4-11,42.8371,-88.734,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
712,bell-4-12,101604_bell-4-12_S319_,3.40E-05,0.999966,USA,bell-4-12,37.09,-92.54,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
713,bell-4-15,101605_bell-4-15_S320_,0.484667,0.515333,USA,bell-4-15,38.68881,-84.09019,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
714,bell-4-19,101606_bell-4-19_S321_,4.10E-05,0.999959,USA,bell-4-19,38.51909,-86.5138,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
715,bell-4-2,101599_bell-4-2_S314_,0.001473,0.998527,USA,bell-4-2,39.8386,-86.0253,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
716,bell-4-22,101607_bell-4-22_S322_,4.30E-05,0.999957,USA,bell-4-22,45.00608,-93.15661,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
717,bell-4-23,101608_bell-4-23_S323_,4.00E-05,0.99996,USA,bell-4-23,42.8371,-88.734,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
718,bell-4-31,101609_bell-4-31_S324_,0.016775,0.983225,USA,bell-4-31,38.70801,-86.80307,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
719,bell-4-37,101610_bell-4-37_S325_,4.40E-05,0.999956,USA,bell-4-37,39.48155,-86.44621,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
720,bell-4-4,101600_bell-4-4_S315_,3.90E-05,0.999961,USA,bell-4-4,41.34823,-86.31874,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
721,bell-4-40,101611_bell-4-40_S326_,3.40E-05,0.999966,USA,bell-4-40,38.5976,-80.4549,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
722,bell-4-41,101612_bell-4-41_S327_,3.40E-05,0.999966,USA,bell-4-41,37.09,-92.54,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
723,bell-4-9,101601_bell-4-9_S316_,0.009419,0.990581,USA,bell-4-9,43.33804,-89.3804,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
724,bell-6-3,101613_bell-6-3_S328_,3.40E-05,0.999966,USA,bell-6-3,41.04696,-86.26358,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
725,bell-6-7,101614_bell-6-7_S329_,3.40E-05,0.999966,USA,bell-6-7,43.80136,-91.23958,,Bell,NA,Natural Forest,Exact Location,2024,Seeds
726,2472,101480_2472_S195_,3.90E-05,0.999961,USA,Bergdahl-141,44.3368,-73.24317,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
727,2473,101481_2473_S196_,3.30E-05,0.999967,USA,Bergdahl-142,44.33672,-73.24325,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
728,2474,101482_2474_S197_,3.60E-05,0.999964,USA,Bergdahl-143,44.33663,-73.24329,Y,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
729,2475,101483_2475_S198_,3.40E-05,0.999966,USA,Bergdahl-144,44.33641,-73.2432,Y,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
730,2476,101484_2476_S199_,3.40E-05,0.999966,USA,Bergdahl-145,44.33588,-73.24316,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
731,2477,101485_2477_S200_,3.40E-05,0.999966,USA,Bergdahl-146,44.33574,-73.24329,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
732,2478,101486_2478_S201_,5.00E-05,0.99995,USA,Bergdahl-147,44.33583,-73.24315,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
733,2479,101487_2479_S202_,3.40E-05,0.999966,USA,Bergdahl-148,44.3358,-73.24294,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
734,2480,101488_2480_S203_,3.50E-05,0.999965,USA,Bergdahl-149,44.33574,-73.24282,Y,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
735,2481,101489_2481_S204_,4.00E-05,0.99996,USA,Bergdahl-150,44.3357,-73.24301,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
736,2483,101491_2483_S206_,3.60E-05,0.999964,USA,Bergdahl-152,44.33565,-73.24284,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
737,2484,101492_2484_S207_,3.70E-05,0.999963,USA,Bergdahl-153,44.33557,-73.24301,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
738,2486,101494_2486_S209_,4.80E-05,0.999952,USA,Bergdahl-155,44.33558,-73.24303,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
739,2488,101496_2488_S211_,3.40E-05,0.999966,USA,Bergdahl-158,44.33523,-73.24269,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
740,2489,101497_2489_S212_,4.40E-05,0.999956,USA,Bergdahl-159,44.335131,-73.242617,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
741,2491,101499_2491_S214_,3.40E-05,0.999966,USA,Bergdahl-161,44.334873,-73.242607,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
742,2492,101500_2492_S215_,3.30E-05,0.999967,USA,Bergdahl-162,44.334927,-73.242405,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
743,2493,101501_2493_S216_,4.70E-05,0.999953,USA,Bergdahl-164,44.331072,-73.243074,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
744,2494,101502_2494_S217_,3.60E-05,0.999964,USA,Bergdahl-165,44.331175,-73.243055,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
745,2495,101503_2495_S218_,3.70E-05,0.999963,USA,Bergdahl-166,44.330965,-73.243153,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
746,2496,101504_2496_S219_,0.000625,0.999375,USA,Bergdahl-167,44.331118,-73.24296,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
747,2497,101505_2497_S220_,4.70E-05,0.999953,USA,Bergdahl-168,44.331142,-73.242918,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
748,2498,101506_2498_S221_,3.50E-05,0.999965,USA,Bergdahl-169,44.330969,-73.243118,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
749,2499,101507_2499_S222_,4.60E-05,0.999954,USA,Bergdahl-170,44.331088,-73.242993,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
750,2501,101509_2501_S224_,5.10E-05,0.999949,USA,Bergdahl-172,44.330759,-73.2422915,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
751,2502,101510_2502_S225_,0.095566,0.904434,USA,Bergdahl-173,44.330662,-73.24323,Y,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
752,2505,101513_2505_S228_,0.007634,0.992366,USA,Bergdahl-177,44.330631,-73.243409,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
753,2506,101514_2506_S229_,5.20E-05,0.999948,USA,Bergdahl-178,44.33066,-73.243188,Y,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
754,2507,101515_2507_S230_,9.90E-05,0.999901,USA,Bergdahl-179,44.330576,-73.242716,Y,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
