,index_number,LabID,JP_fastStruc_K2_JA,JP_fastStruc_K2_JC,Country,Description,latitude_dd,Longitude_dd,Canker,mapid,dbh_mm,Natural.Forest.Plantation,Situation,Sample.collection.Year,Resource
2168,51-22-44,090905_51-22-44_S44_,0.21202,0.78798,USA,OS-60,42.8371,-88.734,Y,HTIRC,171,Plantation with wild resources,suburban edge trees,2025,Seeds
2169,51-22-49,090908_51-22-49_S47_,3.40E-05,0.999966,USA,OS-61,42.8371,-88.734,Y,HTIRC,115,Plantation with wild resources,Exact Location,2025,Seeds
2170,53-11-17,091119_53-11-17_S258_,3.40E-05,0.999966,USA,OS-61,42.8371,-88.734,Y,HTIRC,142,Plantation with wild resources,Exact Location,2025,Seeds
2171,53-5-5,091075_53-5-5_S214_,3.40E-05,0.999966,USA,OS-63,42.8371,-88.734,Y,HTIRC,152,Plantation with wild resources,Exact Location,2025,Seeds
2172,51-17-13,090969_51-17-13_S108_,3.60E-05,0.999964,USA,OS-63,42.8371,-88.734,Y,HTIRC,139,Plantation with wild resources,City level,2025,Seeds
2173,53-9-57,091107_53-9-57_S246_,3.40E-05,0.999966,USA,OS-67,44.3731,-93.3978,Y,HTIRC,106,Plantation with wild resources,Exact Location,2025,Seeds
2174,53-5-65,091081_53-5-65_S220_,3.40E-05,0.999966,USA,OS-69,45.02417,-93.46028,Y,HTIRC,130,Plantation with wild resources,Exact Location,2025,Seeds
2175,53-5-47,091078_53-5-47_S217_,3.80E-05,0.999962,USA,OS-69,45.02417,-93.46028,Y,HTIRC,152,Plantation with wild resources,Exact Location,2025,Seeds
2176,51-22-39,090902_51-22-39_S41_,0.120078,0.879922,USA,OS-7,43.33757,-89.42375,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
2177,53-9-84,091110_53-9-84_S249_,0.000296,0.999704,USA,OS-76,40.4173,-82.9071,Y,HTIRC,74,Plantation with wild resources,City level,2025,Seeds
2178,53-16-46,091146_53-16-46_S285_,3.80E-05,0.999962,USA,OS-78,44.01361,-92.47583,Y,HTIRC,142,Plantation with wild resources,Exact Location,2025,Seeds
2179,53-9-11,091104_53-9-11_S243_,0.437647,0.562353,USA,OS-8,43.33757,-89.42375,N,HTIRC,99,Plantation with wild resources,suburban edge trees,2025,Seeds
2180,44-9-8,079325_44-9-8_S330_,0.150513,0.849487,USA,OS-8,43.33757,-89.42375,Y,HTIRC,126,Plantation with wild resources,suburban edge trees,2025,Seeds
2181,51-19-19,090946_51-19-19_S85_,0.178975,0.821025,USA,OS-8,43.33757,-89.42375,Y,HTIRC,105,Plantation with wild resources,suburban edge trees,2025,Seeds
2182,44-9-3,079350_44-9-3_S355_,3.40E-05,0.999966,USA,OS-86,37.67938,-91.11439,N,HTIRC,192,Plantation with wild resources,City level,2025,Seeds
2183,53-4-84,091071_53-4-84_S210_,3.40E-05,0.999966,USA,OS-86,37.67938,-91.11439,Y,HTIRC,120,Plantation with wild resources,Exact Location,2025,Seeds
2184,53-10-54,091116_53-10-54_S255_,3.50E-05,0.999965,USA,OS-86,37.67938,-91.11439,Y,HTIRC,182,Plantation with wild resources,Exact Location,2025,Seeds
2185,53-17-44,091147_53-17-44_S286_,3.70E-05,0.999963,USA,OS-86,37.67938,-91.11439,Y,HTIRC,115,Plantation with wild resources,Exact Location,2025,Seeds
2186,51-22-47,090907_51-22-47_S46_,5.10E-05,0.999949,USA,OS-86,37.67938,-91.11439,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
2187,53-9-49,091106_53-9-49_S245_,3.30E-05,0.999967,USA,OS-87,37.67938,-91.11439,Y,HTIRC,133,Plantation with wild resources,Exact Location,2025,Seeds
2188,53-4-65,091068_53-4-65_S207_,3.50E-05,0.999965,USA,OS-87,37.67938,-91.11439,Y,HTIRC,101,Plantation with wild resources,Exact Location,2025,Seeds
2189,44-21-5,079304_44-21-5_S309_,3.80E-05,0.999962,USA,OS-87,37.67938,-91.11439,Y,HTIRC,97,Plantation with wild resources,City level,2025,Seeds
2190,51-17-31,090972_51-17-31_S111_,0.273694,0.726306,USA,OS-91,38.3308,-79.9708,Y,HTIRC,162,Plantation with wild resources,suburban edge trees,2025,Seeds
2191,51-19-77,090961_51-19-77_S100_,0.318639,0.681361,USA,OS-91,38.3308,-79.9708,Y,HTIRC,81,Plantation with wild resources,suburban edge trees,2025,Seeds
2192,53-11-66,091124_53-11-66_S263_,0.48151,0.51849,USA,OS-92,43.29765,-71.68019,N,HTIRC,155,Plantation with wild resources,suburban edge trees,2025,Seeds
2193,51-10-23,091043_51-10-23_S182_,0.17407,0.82593,USA,OS-92,43.29765,-71.68019,Y,HTIRC,201,Plantation with wild resources,suburban edge trees,2025,Seeds
2194,53-5-58,091080_53-5-58_S219_,3.40E-05,0.999966,USA,OS-95,43.99885,-76.05211,Y,HTIRC,142,Plantation with wild resources,Exact Location,2025,Seeds
2195,53-14-57,091138_53-14-57_S277_,3.80E-05,0.999962,USA,OS-95,43.99885,-76.05211,Y,HTIRC,161,Plantation with wild resources,Exact Location,2025,Seeds
2196,51-21-50,090927_51-21-50_S66_,3.70E-05,0.999963,USA,OS-97,43.99885,-76.05211,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
2197,53-12-66,091133_53-12-66_S272_,0.112419,0.887581,USA,OS-97,43.99885,-76.05211,Y,HTIRC,115,Plantation with wild resources,suburban edge trees,2025,Seeds
2198,51-22-28,090900_51-22-28_S39_,3.40E-05,0.999966,USA,OS-Mi-15,42.8371,-88.734,Y,HTIRC,115,Plantation with wild resources,Exact Location,2025,Seeds
2199,1486,085965_1486_S289_,3.60E-05,0.999964,USA,Otchipwe 1,45.13,-92.82,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2200,2155,100812_2155_S347_,3.60E-05,0.999964,USA,P_Vaughn_1,40.47875312,-86.93614973,N,Vaughn,NA,Plantation with wild resources,Exact Location,2025,Leaves
2201,2156,100813_2156_S348_,3.40E-05,0.999966,USA,P_Vaughn_2,40.47875312,-86.93614973,N,Vaughn,NA,Plantation with wild resources,Exact Location,2025,Leaves
2202,2157,100814_2157_S349_,3.40E-05,0.999966,USA,P_Vaughn_3,40.47875312,-86.93614973,Y,Vaughn,NA,Plantation with wild resources,Exact Location,2025,Leaves
2203,644,084408_12-644_S172_,3.50E-05,0.999965,USA,"P-108, BCMT",35.07,-80.39,Y,Warwell,NA,Plantation,City level,2025,Leaves
2204,643,084407_12-643_S171_,3.40E-05,0.999966,USA,"P-120, GR",35.08,-79.82,Y,Warwell,NA,Plantation,City level,2025,Leaves
2205,642,084406_12-642_S170_,6.10E-05,0.999939,USA,"P-3, 14 B-NC",35.28,-76.88,Y,Warwell,NA,Plantation,City level,2025,Leaves
2206,537,091159_537_S298_,3.40E-05,0.999966,USA,PA 124,41.53,-79.44,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2207,534,091156_534_S295_,3.50E-05,0.999965,USA,PA 249,41.37,-79.04,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2208,533,091155_533_S294_,0.000232,0.999768,USA,PA 253,41.69,-79.68,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2209,539,091161_539_S300_,3.70E-05,0.999963,USA,PA AC 30,41.55,-78.2,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2210,538,091160_538_S299_,3.70E-05,0.999963,USA,PA CM 45,41.53,-79.44,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2211,531,091153_531_S292_,9.40E-05,0.999906,USA,PA CR 42,41.92,-79.71,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2212,535,091157_535_S296_,3.40E-05,0.999966,USA,PA CR 48,41.37,-79.04,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2213,532,091154_532_S293_,3.40E-05,0.999966,USA,PA CR 48 A,41.69,-79.65,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2214,529,091152_529_S291_,3.50E-05,0.999965,USA,PA FO 10,41.54,-79.43,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2215,1844,100498_1844_S33_,0.027773,0.972227,USA,PA-03-05,40.93314,-79.43939,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2216,1845,100499_1845_S34_,3.90E-05,0.999961,USA,PA-12-02,41.47197,-78.12893,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2217,1846,100500_1846_S35_,3.40E-05,0.999966,USA,PA-12-07,41.447866,-78.046931,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2218,1847,100501_1847_S36_,3.50E-05,0.999965,USA,PA-12-08,41.447757,-78.045806,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2219,1848,100502_1848_S37_,3.40E-05,0.999966,USA,PA-12-09,41.444259,-78.045605,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2220,1849,100503_1849_S38_,0.23983,0.76017,USA,PA-12-10,41.402392,-78.020848,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2221,1850,100504_1850_S39_,3.40E-05,0.999966,USA,PA-14-03,40.91544,-77.28772,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2222,1851,100505_1851_S40_,3.40E-05,0.999966,USA,PA-14-04,40.81397,-77.50694,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2223,1852,100506_1852_S41_,3.40E-05,0.999966,USA,PA-18-01,41.12299,-77.36971,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2224,1853,100507_1853_S42_,4.00E-05,0.99996,USA,PA-28-02,39.84703,-77.53692,N,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2225,1854,100508_1854_S43_,3.70E-05,0.999963,USA,PA-28-03,39.87939,-77.53958,N,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2226,1855,100509_1855_S44_,0.481156,0.518844,USA,PA-28-04,39.94095,-77.50036,N,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2227,1856,100510_1856_S45_,3.50E-05,0.999965,USA,PA-28-05,39.75613,-77.48533,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2228,1857,100511_1857_S46_,0.601846,0.398154,USA,PA-29-08,39.94153,-78.01739,N,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2229,1858,100512_1858_S47_,3.30E-05,0.999967,USA,PA-29-09,39.94197,-78.01729,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2230,1860,100514_1860_S49_,3.40E-05,0.999966,USA,PA-29-12,39.90298,-78.04972,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2231,1861,100515_1861_S50_,0.999964,3.60E-05,USA,PA-29-13,39.90334,-78.04966,N,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2232,1862,100516_1862_S51_,3.40E-05,0.999966,USA,PA-29-14,39.92782,-77.97844,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2233,1863,100517_1863_S52_,0.272164,0.727836,USA,PA-29-15,39.92846,-77.9777,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2234,1864,100518_1864_S53_,3.40E-05,0.999966,USA,PA-29-16,39.92868,-77.9771,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2235,1865,100519_1865_S54_,0.624795,0.375205,USA,PA-41-01,41.08866,-77.12103,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2236,1866,100520_1866_S55_,4.00E-05,0.99996,USA,PA-41-08,41.345163,-76.740297,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2237,1867,100521_1867_S56_,0.137745,0.862255,USA,PA-50-01,40.45627,-77.16896,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2238,1868,100522_1868_S57_,3.40E-05,0.999966,USA,PA-50-03,40.4497,-77.1995,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2239,1869,100523_1869_S58_,0.478636,0.521364,USA,PA-50-05,40.456389,-77.169722,N,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2240,1870,100524_1870_S59_,3.60E-05,0.999964,USA,PA-50-11,40.44534,-77.20163,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2241,1871,100525_1871_S60_,0.77516,0.22484,USA,PA-50-12,40.44735,-77.19915,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2242,1872,100526_1872_S61_,3.40E-05,0.999966,USA,PA-50-13,40.447035,-77.199679,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2243,1873,100527_1873_S62_,0.776851,0.223149,USA,PA-53-01,41.47777,-78.05031,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2244,1874,100528_1874_S63_,3.40E-05,0.999966,USA,PA-53-02,41.477613,-78.050413,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2245,1875,100529_1875_S64_,3.70E-05,0.999963,USA,PA-53-03,41.49353,-78.04794,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2246,1876,100530_1876_S65_,3.40E-05,0.999966,USA,PA-53-05,41.477773,-78.050323,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2247,1877,100531_1877_S66_,0.064597,0.935403,USA,PA-53-06,41.485029,-78.048791,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2248,1878,100532_1878_S67_,3.40E-05,0.999966,USA,PA-57-01,41.479045,-76.754136,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2249,1879,100533_1879_S68_,3.40E-05,0.999966,USA,PA-57-02,41.441879,-76.630475,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2250,1880,100534_1880_S69_,3.40E-05,0.999966,USA,PA-60-01,40.91231,-77.24436,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2251,1881,100535_1881_S70_,3.40E-05,0.999966,USA,PA-66-02,41.508319,-75.965448,Y,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2252,1882,100536_1882_S71_,3.30E-05,0.999967,USA,PA-66-03,41.506937,-75.963055,N,Penn,NA,Natural Forest,Exact Location,2025,Leaves
2253,536,091158_536_S297_,3.40E-05,0.999966,USA,PAF 067,41.69,-79.68,Y,Kessler,NA,Natural Forest,Exact Location,2025,Leaves
2254,1487,091915_1487_S2_,3.40E-05,0.999966,USA,Parkview 1,45.23,-92.78,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2255,2071,100728_2071_S263_,3.40E-05,0.999966,USA,PauF-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2256,2072,100729_2072_S264_,3.50E-05,0.999965,USA,PauF-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2257,2170,100827_2170_S362_,3.30E-05,0.999967,USA,Pinnacle1,36.95912,-82.05345,Y,Roulston,NA,Natural Forest,Exact Location,2025,Leaves
2258,1416,085895_1416_S219_,4.20E-05,0.999958,USA,plbu001-001,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2259,2030,100687_2030_S222_,3.40E-05,0.999966,USA,PLBu026-001,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2260,2031,100688_2031_S223_,3.70E-05,0.999963,USA,PLBu026-003,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2261,2035,100692_2035_S227_,3.40E-05,0.999966,USA,PLBu030-001,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2262,1419,085898_1419_S222_,3.60E-05,0.999964,USA,plbu054-001,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2263,1417,085896_1417_S220_,3.40E-05,0.999966,USA,plbu054-003,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2264,2036,100693_2036_S228_,3.40E-05,0.999966,USA,PLBu074-001,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2265,1418,085897_1418_S221_,5.10E-05,0.999949,USA,plbu074-002,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2266,2037,100694_2037_S229_,3.40E-05,0.999966,USA,PLBu074-003,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2267,1415,085894_1415_S218_,4.00E-05,0.99996,USA,plbu076-001,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2268,2042,100699_2042_S234_,4.30E-05,0.999957,USA,PLBu076-002,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2269,1414,085893_1414_S217_,0.000112,0.999888,USA,plbu076-003,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2270,2046,100703_2046_S238_,3.40E-05,0.999966,USA,PLBu200-003,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2271,650,084414_12-650_S178_,3.40E-05,0.999966,USA,"Q-100, BCMT",35.6,-84.13,Y,Warwell,NA,Plantation,City level,2025,Leaves
2272,649,084413_12-649_S177_,0.010125,0.989875,USA,"Q-105, 542",35.35,-85.14,Y,Warwell,NA,Plantation,City level,2025,Leaves
2273,648,084412_12-648_S176_,4.20E-05,0.999958,USA,"Q-107, WW2",35.39,-84.39,Y,Warwell,NA,Plantation,City level,2025,Leaves
2274,647,084411_12-647_S175_,0.000359,0.999641,USA,"Q-120, 47",35.24,-83.43,Y,Warwell,NA,Plantation,City level,2025,Leaves
2275,646,084410_12-646_S174_,0.000966,0.999034,USA,"Q-121, 47",35.41,-82.92,Y,Warwell,NA,Plantation,City level,2025,Leaves
2276,645,084409_12-645_S173_,3.70E-05,0.999963,USA,"Q-3, B8",35.37,-80.92,Y,Warwell,NA,Plantation,City level,2025,Leaves
2277,655,084419_12-655_S183_,0.482372,0.517628,USA,"R-106, NORRIS",34.72,-78.55,Y,Warwell,NA,Plantation,City level,2025,Leaves
2278,654,084418_12-654_S182_,3.40E-05,0.999966,USA,"R-118, 47",34.9,-80.04,Y,Warwell,NA,Plantation,City level,2025,Leaves
2279,653,084417_12-653_S181_,3.50E-05,0.999965,USA,"R-120, B11",36.21,-79.54,Y,Warwell,NA,Plantation,City level,2025,Leaves
2280,652,084416_12-652_S180_,3.70E-05,0.999963,USA,"R-121, B11",36.12,-81.52,Y,Warwell,NA,Plantation,City level,2025,Leaves
2281,651,084415_12-651_S179_,4.20E-05,0.999958,USA,"R-5, B1",36.14,-82.83,Y,Warwell,NA,Plantation,City level,2025,Leaves
2282,1150,092294_1150_S381_,3.60E-05,0.999964,USA,Rabe12,38.27,-78.62,Y,Roulston,NA,Natural Forest,Exact Location,2025,Leaves
2283,1152,092296_1152_S383_,5.20E-05,0.999948,USA,Rabe6,38.27,-78.62,Y,Roulston,NA,Natural Forest,Exact Location,2025,Leaves
2284,1151,092295_1151_S382_,3.70E-05,0.999963,USA,Rabe9,38.27,-78.62,Y,Roulston,NA,Natural Forest,Exact Location,2025,Leaves
2285,902,084309_11-902_S73_,3.30E-05,0.999967,USA,rb-1,38.87,-92.32,Y,MacDonald,NA,Plantation,City level,2025,Leaves
2286,902,079096_902_S101_,4.30E-05,0.999957,USA,rb-1,38.87,-92.32,Y,MacDonald,NA,Natural Forest,City level,2025,Leaves
2287,1155,095423_1155_S290_,0.019133,0.980867,USA,Reeder1,38.39,-78.43,Y,Roulston,NA,Natural Forest,Exact Location,2025,Leaves
2288,1154,092298_1154_S385_,3.40E-05,0.999966,USA,Reeder2,38.39,-78.43,Y,Roulston,NA,Natural Forest,Exact Location,2025,Leaves
2289,1156,095424_1156_S291_,4.90E-05,0.999951,USA,Reeder6,38.39,-78.43,Y,Roulston,NA,Natural Forest,Exact Location,2025,Leaves
2290,1463,085942_1463_S266_,4.10E-05,0.999959,USA,Reno West Control 1,43.63,-91.41,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2291,1464,085943_1464_S267_,4.00E-05,0.99996,USA,Reno West Private Rd,43.63,-91.39,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2292,1531,091959_1531_S46_,3.60E-05,0.999964,USA,Renowest Pleasant Valley,43.63,-91.38,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2293,1442,085921_1442_S245_,0.004927,0.995073,USA,Res woods 1,45,-93.13,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2294,1444,085923_1444_S247_,3.80E-05,0.999962,USA,Res woods 2,45,-93.13,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2295,1445,085924_1445_S248_,0.480068,0.519932,USA,Res woods 3,45,-93.13,N,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2296,1446,085925_1446_S249_,0.000194,0.999806,USA,Res woods 4,45,-93.13,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2297,1447,085926_1447_S250_,0.002733,0.997267,USA,Res woods 5,45,-93.13,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2298,1443,085922_1443_S246_,3.90E-05,0.999961,USA,Res woods 6,45,-93.13,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2299,1448,085927_1448_S251_,0.000338,0.999662,USA,Res Woods 7,45,-93.13,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2300,716,079254_716_S259_,3.40E-05,0.999966,USA,"River preserve 2, Blandy 14",38.7,-77.92,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
2301,1472,085951_1472_S275_,3.30E-05,0.999967,USA,Rjdorer-neumanRd1,43.58,-91.29,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2302,1491,091919_1491_S6_,3.40E-05,0.999966,USA,RJDPC1,43.91,-92.34,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
2303,Germ8,087594_Germ8_S297_,0.559306,0.440694,USA,r-OS-19,44.0225,-92.466,N,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
2304,53-8-30,091098_53-8-30_S237_,0.470521,0.529479,USA,Rose_Rd,41.32485,-86.26176,N,HTIRC,132,Plantation with wild resources,suburban edge trees,2025,Seeds
2305,2073,100730_2073_S265_,3.40E-05,0.999966,USA,RP-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
2306,721,079245_721_S250_,3.60E-05,0.999964,USA,"RP1, Blandy 13",38.7,-77.92,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
2307,720,079260_720_S265_,4.30E-05,0.999957,USA,"RP3, Blandy 15",38.7,-77.92,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
2308,Quebec-S001,084208_Quebec-S001_S164_,3.50E-05,0.999965,Quebec,S001,41.95,-82.52,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2309,Quebec-S003,084210_Quebec-S003_S166_,3.40E-05,0.999966,Quebec,S003,43,-82.09,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2310,Quebec-S004,084212_Quebec-S004_S168_,3.40E-05,0.999966,Quebec,S004,43.04,-79.27,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2311,Quebec-S006,084215_Quebec-S006_S171_,3.40E-05,0.999966,Quebec,S006,43.03,-79.27,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2312,Quebec-S007,084216_Quebec-S007_S172_,3.40E-05,0.999966,Quebec,S007,42.95,-81.22,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2313,Quebec-S010,084218_Quebec-S010_S174_,3.40E-05,0.999966,Quebec,S010,42.09,-82.51,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2314,Quebec-S011,084220_Quebec-S011_S176_,3.40E-05,0.999966,Quebec,S011,42.06,-82.52,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2315,Quebec-S022,084222_Quebec-S022_S178_,3.40E-05,0.999966,Quebec,S022,43.2,-79.66,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2316,Quebec-S023,084223_Quebec-S023_S179_,3.50E-05,0.999965,Quebec,S023,43.23,-81.4,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2317,Quebec-S024,084224_Quebec-S024_S180_,3.60E-05,0.999964,Quebec,S024,42.55,-81.91,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2318,Quebec-S025,084225_Quebec-S025_S181_,3.40E-05,0.999966,Quebec,S025,42.68,-81.1,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2319,Quebec-S032,084226_Quebec-S032_S182_,3.60E-05,0.999964,Quebec,S032,42.54,-81.83,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2320,Quebec-S033,084227_Quebec-S033_S183_,3.50E-05,0.999965,Quebec,S033,42.54,-81.83,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2321,Quebec-S034,084228_Quebec-S034_S184_,3.40E-05,0.999966,Quebec,S034,42.59,-80.49,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2322,Quebec-S035,084229_Quebec-S035_S185_,3.50E-05,0.999965,Quebec,S035,43.82,-81.6,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2323,New-Brunswick-S036,084101_New-Brunswick-S036_S57_,3.50E-05,0.999965,New Brunswick,S036,43.65,-81.69,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
2324,495,079216_495_S221_,3.70E-05,0.999963,USA,S-1,41.75,-78.77,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2325,504,079225_504_S230_,3.50E-05,0.999965,USA,S-10,41.57,-78.57,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2326,505,079204_505_S209_,3.40E-05,0.999966,USA,S-11,41.42,-79.62,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2327,506,079205_506_S210_,3.40E-05,0.999966,USA,S-12,41.3,-78.16,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2328,507,079206_507_S211_,3.40E-05,0.999966,USA,S-13,41.64,-74.7,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2329,508,079207_508_S212_,3.40E-05,0.999966,USA,S-14,41.47,-79.65,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2330,509,079208_509_S213_,3.40E-05,0.999966,USA,S-15,41.73,-74.28,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2331,510,079209_510_S214_,3.40E-05,0.999966,USA,S-16,41.99,-74.91,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2332,511,079210_511_S215_,3.50E-05,0.999965,USA,S-17,41.39,-77.89,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2333,512,079211_512_S216_,0.302652,0.697348,USA,S-18,41.74,-76.2,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2334,513,079212_513_S217_,3.40E-05,0.999966,USA,S-19,41.75,-75.78,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2335,496,079217_496_S222_,3.50E-05,0.999965,USA,S-2,41.71,-78.83,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2336,514,079213_514_S218_,3.40E-05,0.999966,USA,S-20,41.56,-79.46,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2337,515,079214_515_S219_,3.50E-05,0.999965,USA,S-21,41.73,-75.2,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2338,516,079215_516_S220_,3.40E-05,0.999966,USA,S-22,41.68,-73.66,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
2339,497,079218_497_S223_,3.70E-05,0.999963,USA,S-3,41.77,-78.62,Y,Ferver,NA,Natural Forest,Exact Location,2024,Leaves
