SAMPLE ID,COLLECTION ID,Source,COLLECTOR,SUSPECTED SPECIES,PLACE COLLECTED,DATE COLLECTED,SUPP VARIETY,NEWHYBR,SSR p(JC),SSR p(JA),CAPS 2,CAPS 5,CAPS 7,CAPS 10,CAPS ALL,GPS 1,GPS 2,UTM ,X,Y,ELEVATION,DBH (in),HEIGHT (ft),# BOLE CANKERS,CROWN DIAM (ft),CROWN RATIO,CROWN DIEBACK (%),SLOPE,ASPECT,CANKER SCORE,NUTS ON GROUND,NOTES,NOTES 2,ALTERNATE COLLECTOR ID,ALTERNATE COLLECTOR ID 2,Date Extracted,Date ND'd/ Diluted,New Mass DNA,Old Mass DNA,,,,,
JC1504,ARLE 42,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.986,0.014,C (Mar 19),,,C (Apr 13),C C ,34.7013141,-90.7218831,15N,708654,3842283,,19.3,,,,,,,,,,,,,,,,,,,,,,
JC1505,ARLE 46,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,,,C (Apr 29),,,C (Apr 29),C C ,34.6618576,-90.6805099,15N,712545,3837993,,23.9,,,,,,,,,,,,,,,,,,,,,,
JC1506,ARLE 53,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.7296383,-90.6949529,15N,711049,3845481,,13.5,,,,,,,,,,,,,,,,,,,,,,
JC1507,ARLE 57,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,,,"C (Mar 4, 2009)",,,C (October 3 2009),C ,34.730479,-90.6941215,15N,711123,3845576,,18.5,,,,,,,,,,,,,,,,,,,,,,
JC1508,ARLE 62,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.995,0.005,C (Apr 29),,,C (Apr 29),C C ,34.6902122,-90.7149292,15N,709319,3841066,,37.5,,,,,,,,,,,,,,,,,,,,,,
JC1509,ARLE 63,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.992,0.008,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.6903322,-90.7150787,15N,709305,3841079,,24.5,,,,,,,,,,,,,,,,,,,,,,
JC1510,ARLE 73,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.6971134,-90.6907908,15N,711513,3841882,,19.6,,,,,,,,,,,,,,,,,,,,,,
JC1511,ARLE 75,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,,,C (Apr 29),,,C (Apr 29),C C ,34.6965357,-90.6907523,15N,711518,3841818,,23.1,,,,,,,,,,,,,,,,,,,,,,
JC1512,ARLE 99,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.99,0.01,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.7060611,-90.6839048,15N,712121,3842889,,27.4,,,,,,,,,,,,,,,,,,,,,,
JC1513,ARLE 91,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.997,0.003,C (Apr 29),,,C (Apr 29),C C ,34.6975238,-90.6905611,15N,711533,3841928,,26.6,,,,,,,,,,,,,,,,,,,,,,
JC1514,ARLE 105,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,mix,0.726,0.274,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.7054275,-90.6823505,15N,712265,3842822,,13.3,,,,,,,,,,,,,,,,,,,,,,
JC1515,ARLE 117,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.995,0.005,C (Apr 29),,,C (Apr 29),C C ,34.6721307,-90.6760222,15N,712930,3839142,,34,,,,,,,,,,,,,,,,,,,,,,
JC1516,ARLE 119,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.993,0.007,C (Jul 30),,,C (Apr 29),C C ,34.6724558,-90.676526,15N,712883,3839177,,19.9,,,,,,,,,,,,,,,,,,,,,,
JC1517,ARLE 120,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.6732118,-90.6769304,15N,712844,3839260,,28.1,,,,,,,,,,,,,,,,,,,,,,
JC1518,ARPH 05,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Apr 29),,,C (Apr 29),C C ,34.5979811,-90.6385585,15N,716556,3830997,,30.5,,,,,,,,,,,,,,,,,,,,,,
JC1519,ARPH 07,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.99,0.01,C (Apr 29),,,C (Apr 29),C C ,34.6007488,-90.639952,15N,716421,3831301,,28.2,,,,,,,,,,,,,,,,,,,,,,
JC1520,ARPH 08,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.600197,-90.6393897,15N,716474,3831241,,49.5,,,,,,,,,,,,,,,,,,,,,,
JC1521,ARPH 13,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.997,0.003,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.5726995,-90.6277319,15N,717615,3828216,,35.1,,,,,,,,,,,,,,,,,,,,,,
JC1522,ARPH 14,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.991,0.009,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.5702002,-90.6285549,15N,717546,3827937,,26.7,,,,,,,,,,,,,,,,,,,,,,
JC1523,ARPH 18,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.995,0.005,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.5949197,-90.63689,15N,716717,3830661,,20.6,,,,,,,,,,,,,,,,,,,,,,
JC1524,ARPH 22,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.5971422,-90.6427251,15N,716176,3830895,,9.9,,,,,,,,,,,,,,,,148,,,,,,
JC1525,ARPH 26,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.995,0.005,C (Apr 29),,,C (Apr 29),C C ,34.5957334,-90.6356132,15N,716832,3830754,,29.5,,,,,,,,,,,,,,,,,,,,,,
JC1526,ARPH 29,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Apr 29),,,C (Apr 29),C C ,34.6343738,-90.6510518,15N,715316,3835007,,40.2,,,,,,,,,,,,,,,,,,,,,,
JC1527,ARPH 31,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,,,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.6338009,-90.6512643,15N,715298,3834943,,12.5,,,,,,,,,,,,,,,,,,,,,,
JC1528,ARPH 43,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.992,0.008,"C (Mar 4, 2009)",,,C (October 3 2009),C ,34.5725505,-90.6284119,15N,717553,3828198,,24.4,,,,,,,,,,,,,,,,,,,,,,
JC1529,ARPH 45,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,,,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.5709495,-90.6290677,15N,717497,3828019,,20.5,,,,,,,,,,,,,,,,,,,,,,
JC1530,ARPH 46,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.997,0.003,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.634507,-90.6509499,15N,715325,3835022,,15.8,,,,,,,,,,,,,,,,,,,,,,
JC1531,ARPH 51,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,F1,0.526,0.474,A (Mar 19),,A (Mar 19),A (Feb 12),A A A ,34.6324462,-90.6506699,15N,715356,3834794,,25,,,,,,,,,,,,,,,,,,,,,,
JC1532,ARPH 52,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.6324112,-90.6507254,15N,715351,3834790,,13.5,,,,,,,,,,,,,,,,,,,,,,
JC1533,ARPH 58,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.996,0.004,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.6322014,-90.6506005,15N,715363,3834767,,21.2,,,,,,,,,,,,,,,,,,,,,,
JC1534,ARPH 59,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,NA,0.992,0.008,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.6325021,-90.6507665,15N,715347,3834800,,19,,,,,,,,,,,,,,,,,,,,,,
JC1535,ARPH 62,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.994,0.006,C (Mar 19),,C (Mar 19),C (Apr 13),C C C ,34.5971335,-90.6371543,15N,716687,3830906,,34.7,,,,,,,,,,,,,,,,,,,,,,
JC1536,ARPH 69,Wild,Anderson,J. cinerea,"St. Francis National Forest, AR",2/28/2007,,JC,0.995,0.005,C (Mar 19),,C (Mar 19),C (Feb 12),C C C ,34.5709205,-90.6289704,15N,717506,3828016,,19.7,,,,,,,,,,,,,,,,,,,,,,
JC1537,85-348*A,Garden,Cornell,J. cinerea,Nursery,3/5/2007,Chamberlain,NA,,,,,,,,42.45198402,-76.46269798,,,,,,,,,,,,,,,"location of plantation road, approximated from Google",,,,,,x,,,,,,
JC1538,75-233*A,Garden,Cornell,J. cinerea,Nursery,3/5/2007,Kenworthy,NA,,,,,,,,42.45198402,-76.46269798,,,,,,,,,,,,,,,"location of plantation road, approximated from Google",,,,,,x,,,,,,
JC1539,1287-80A,Garden,Arnold Arboretum,J. cinerea,CT,3/13/2007,unknown,NA,,,,,,,,42.30088781,-71.12540245,,,,,,,,,,,,,,,"location of arboretum planting, approximated from Google",,,,,,x,,,,,,
JC1540,MOOR187,Wild,Anderson,J. cinerea,"Mark Twain / Ozark National Forest, MO",1/9/2007,,NA,,,,,,,,36.7766101,-91.2925378,15N,652373,4071451,,4.3,25.6,1,22.08,,10,,,1,,potentially resistant,used to be listed as JC1481 duplicate,,,,,,,,,,,
JC1541,Canada GI01,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,probablyJC,0.994,0.006,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8854515,-66.2998834,19N,709505,5084866,,25,70,,,,,,,none,,,,,,,4/17/2008,709,,,,,,
JC1542,Canada GI02,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8859133,-66.2996161,19N,709524,5084918,,15.7,45,,,,,,,none,,"pic #1,2",,,,,4/17/2008,1371,,,,,,
JC1543,Canada GI03,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8860329,-66.3050621,19N,709101,5084917,,21.8,50,,,,,,,none,,"pic #3,4",,,,,4/17/2008,1346,,,,,,
JC1544,Canada GI04,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8855835,-66.3008952,19N,709426,5084878,,26,60,,,,,,,none,,,,,,,4/17/2008,1219,,,,,,
JC1545,Canada GI05,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8842985,-66.2994624,19N,709542,5084739,,6.5,25,,,,,,,none,,"pic #170,171",,,,,4/17/2008,362,,,,,,
JC1546,Canada GI06,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.884449,-66.2997387,19N,709520,5084755,,21.3,75,,,,,,,none,,,,,,,4/17/2008,1104,,,,,,
JC1547,Canada GI07,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8847158,-66.2999835,19N,709500,5084784,,17.3,35-40,,,,,,,none,,,,,,,4/17/2008,337,,,,,,
JC1548,Canada GI08,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8849363,-66.3005528,19N,709455,5084807,,24.5,75,,,,,,,none,,,,,,,4/17/2008,815,,,,,,
JC1549,Canada GI09,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8851647,-66.3006964,19N,709443,5084832,,23.1,50-60,,,,,,,none,,,,,,,4/17/2008,610,,,,,,
JC1550,Canada GI10,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,NA,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8854296,-66.3012377,19N,709400,5084860,,18.1,60-65,,,,,,,none,,,,,,,4/17/2008,531,,,,,,
JC1551,Canada GI11,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8857018,-66.3017143,19N,709362,5084889,,"14.5, 16.6",60,,,,,,,none,,pic #172-174,,,,,4/17/2008,907,,,,,,
JC1552,Canada GI12,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,NA,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8859677,-66.3019205,19N,709345,5084918,,14.7,40,,,,,,,none,,,,,,,4/17/2008,299,,,,,,
JC1553,Canada GI13,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8864501,-66.3032891,19N,709237,5084968,,22.5,40-45,,,,,,,none,,,,,,,4/17/2008,503,,,,,,
JC1554,Canada GI14,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8867678,-66.3034026,19N,709227,5085003,,18,30-35,,,,,,,none,,,,,,,4/17/2008,602,,,,,,
JC1555,Canada GI15,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8870335,-66.3039826,19N,709181,5085031,,31,45-50,,,,,,,none,,pic #175-177,,,,,4/17/2008,702,,,,,,
JC1556,Canada GI16,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.886731,-66.3045128,19N,709141,5084996,,22.9,35,,,,,,,none,,damaged by woodpecker,,,,,4/17/2008,1513,,,,,,
JC1557,Canada GI17,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8873306,-66.3051282,19N,709091,5085061,,"18, 18",40,,,,,,,none,,,,,,,4/17/2008,639,,,,,,
JC1558,Canada GI18,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.985,0.015,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8876852,-66.3052786,19N,709078,5085100,,23,40-45,,,,,,,none,,,,,,,4/17/2008,1014,,,,,,
JC1559,Canada GI19,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8877139,-66.306115,19N,709013,5085101,,8,30-35,,,,,,,none,,,,,,,4/17/2008,477,,,,,,
JC1560,Canada GI20,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8877632,-66.3066797,19N,708969,5085105,,33,50-55,,,,,,,none,,,,,,,4/17/2008,562,,,,,,
JC1561,Canada GI21,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.994,0.006,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8878461,-66.3071397,19N,708933,5085113,,24,40-45,,,,,,,none,,#2 from seed collection,,,,,4/17/2008,930,,,,,,
JC1562,Canada GI22,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8879157,-66.3074199,19N,708911,5085120,,4.75,20-23,,,,,,,none,,,,,,,4/17/2008,597,,,,,,
JC1563,Canada GI23,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8875349,-66.3076832,19N,708892,5085077,,24.6,45,,,,,,,none,,,,,,,4/17/2008,550,,,,,,
JC1564,Canada GI24,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8874958,-66.3083167,19N,708843,5085071,,6.2,20,,,,,,,none,,,,,,,4/17/2008,598,,,,,,
JC1565,Canada GI25,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8876206,-66.3086457,19N,708817,5085084,,20.1,30,,,,,,,none,,,,,,,4/17/2008,471,,,,,,
JC1566,Canada GI26,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8877367,-66.3089881,19N,708790,5085096,,31.8,40-45,,,,,,,none,,,,,,,4/17/2008,423,,,,,,
JC1567,Canada GI27,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8878806,-66.3093678,19N,708760,5085111,,26.8,40-50,,,,,,,none,,,,,,,4/17/2008,845,,,,,,
JC1568,Canada GI28,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8880526,-66.3101715,19N,708697,5085128,,23,50,,,,,,,none,,,,,,,4/17/2008,694,,,,,,
JC1569,Canada GI29,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8880812,-66.3106213,19N,708662,5085130,,"14.5, 14.5",40,,,,,,,none,,,,,,,4/17/2008,522,,,,,,
JC1570,Canada GI30,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.8876843,-66.3113493,19N,708607,5085084,,22,50,,,,,,,none,,,,,,,4/17/2008,536,,,,,,
JC1571,Canada GI31,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.993,0.007,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8874304,-66.3112714,19N,708614,5085056,,18,40,,,,,,,none,,,,,,,4/17/2008,1200,,,,,,
JC1572,Canada GI32,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.997,0.003,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8873461,-66.310747,19N,708655,5085048,,15,40,,,,,,,none,,,,,,,4/17/2008,1023,,,,,,
JC1573,Canada GI33,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8873991,-66.3118529,19N,708569,5085051,,26,40-45,,,,,,,none,,,,,,,4/17/2008,1297,,,,,,
JC1574,Canada GI34,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.994,0.006,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8875967,-66.3122171,19N,708540,5085072,,15.8,40,,,,,,,none,,,,,,,4/17/2008,262,,,,,,
JC1575,Canada GI35,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.995,0.005,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8872644,-66.3126327,19N,708509,5085034,,16.4,40,,,,,,,none,,,,,,,4/17/2008,1138,,,,,,
JC1576,Canada GI36,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.887299,-66.3129533,19N,708484,5085037,,28.4,70,,,,,,,none,,,,,,,4/17/2008,555,,,,,,
JC1577,Canada GI37,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.997,0.003,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8859207,-66.3140508,19N,708404,5084881,,14.5,30,,,,,,,none,,,,,,,4/17/2008,2105,,,,,,
JC1578,Canada GI38,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8874143,-66.3128832,19N,708489,5085050,,"21, 21",50,,,,,,,none,,,,,,,4/17/2008,635,,,,,,
JC1579,Canada GI39,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,JC,0.996,0.004,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8859326,-66.3126454,19N,708513,5084886,,"22.3, 22.3",50,,,,,,,none,,,,,,,4/17/2008,604,,,,,,
JC1580,Canada GI40,Wild,Sean Hoban,J. cinerea,"Gilbert Island, New Brunswick",6/14/2007,,NA,,,"C (Mar 4, 2009)",,,C (October 3 2009),C ,45.8881628,-66.3110298,19N,708630,5085138,,22.8,40,,,,,,,none,,,,,,,4/17/2008,417,,,,,,
JC1581,Canada KR01,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,NA,,,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.986283,-66.8323152,19N,667889,5094808,,4.2,20,,,,,,,none,,pic #190,,,,,4/22/2008,220.59,,,,,,
JC1582,Canada KR02,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.997,0.003,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9863459,-66.831835,19N,667926,5094816,,17.5,40,,,,,,,none,,,,,,,4/22/2008,506.15,,,,,,
JC1583,Canada KR03,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.989,0.011,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9855681,-66.8321107,19N,667907,5094729,,6,25,,,,,,,none,,,,,,,4/22/2008,439.69,,,,,,
JC1584,Canada KR04,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.991,0.009,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9853544,-66.8322352,19N,667898,5094705,,7,22,,,,,,,none,,,,,,,4/22/2008,395.69,,,,,,
JC1585,Canada KR05,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.987,0.013,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.98523,-66.8323175,19N,667892,5094691,,5,27,,,,,,,none,,,,,,,4/22/2008,485.64,,,,,,
JC1586,Canada KR06,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.989,0.011,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9848668,-66.832151,19N,667906,5094651,,6.4,35,,,,,,,none,,,,,,,4/22/2008,453.68,,,,,,
JC1587,Canada KR07,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.985,0.015,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9847122,-66.8320666,19N,667913,5094634,,6,25,,,,,,,none,,,,,,,4/22/2008,478.71,,,,,,
JC1588,Canada KR08,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9843818,-66.8317309,19N,667940,5094598,,17.5,30,,,,,,,none,,pic #191-193,,,,,4/22/2008,813.44,,,,,,
JC1589,Canada KR09,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9841665,-66.8317652,19N,667938,5094574,,12.8,40,,,,,,,none,,,,,,,4/22/2008,519.26,,,,,,
JC1590,Canada KR10,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.994,0.006,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9840131,-66.8317453,19N,667940,5094557,,"15.5, 3 trunks",50,,,,,,,none,,,,,,,4/22/2008,429.09,,,,,,
JC1591,Canada KR11,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.995,0.005,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9837024,-66.8314992,19N,667960,5094523,,16.5,37,,,,,,,"yes, dozens small, several hand sized",,pic #194-200,,,,,4/22/2008,1772.7,,,,,,
JC1592,Canada KR12,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.986,0.014,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9834646,-66.831302,19N,667976,5094497,,16,55,,,,,,,none,,,,,,,4/22/2008,406.79,,,,,,
JC1593,Canada KR13,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.962,0.038,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9832035,-66.8312992,19N,667977,5094468,,27.8,55,,,,,,,none,,,,,,,4/22/2008,1039.1,,,,,,
JC1594,Canada KR14,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.992,0.008,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9828798,-66.8313119,19N,667977,5094432,,9.5,32,,,,,,,none,,,,,,,4/22/2008,586.2,,,,,,
JC1595,Canada KR15,Wild,Sean Hoban,J. cinerea,"Keswick Ridge, New Brunswick",6/14/2007,,JC,0.996,0.004,C (Apr 23),,C (Apr 23),C (Apr 23),C C C ,45.9826017,-66.8313615,19N,667974,5094401,,6.7,25,,,,,,,none,,,,,,,4/22/2008,608.1,,,,,,
