"HASC_2","NAME_2","NAME_1","JC","complexBCJC","F1","BCJCxBCJA","F2xBCJC","BCJCxBC2JAvs","BC2JC","BCJC","F2","complexBCF","complexBCJA","BCJA","JA","BCJAxBCJA","BCJCxBC3JC","BC2JCxBC3JC","BC4JC","F1xBCJA","F1xF2","BCJCxBCJC","BC6JC","BCJCxBC2JC","BC2JAxBC3JC","mean_JC_struc"
"US.MN.SH","Sherburne","Minnesota",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760846
"US.MN.SI","Sibley","Minnesota",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999961
"US.MN.SR","Stearns","Minnesota",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999949
"US.MN.WB","Wabasha","Minnesota",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958
"US.MN.WH","Washington","Minnesota",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99996225
"US.MN.WN","Winona","Minnesota",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.MO.BO","Boone","Missouri",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897821
"US.MO.CF","Crawford","Missouri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.MO.CR","Carter","Missouri",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9948913
"US.MO.DN","Dent","Missouri",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994333333333333
"US.MO.HR","Howard","Missouri",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999634
"US.MO.IR","Iron","Missouri",17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96412975
"US.MO.JE","Jefferson","Missouri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.MO.MS","Maries","Missouri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.347811
"US.MO.OR","Oregon","Missouri",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996882568965517
"US.MO.PH","Phelps","Missouri",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999953571428571
"US.MO.PI","Pike","Missouri",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.234269
"US.MO.RI","Ripley","Missouri",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999965
"US.MO.SG","Sainte Genevieve","Missouri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.MO.SL","Saint Louis","Missouri",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998626
"US.MO.SN","Shannon","Missouri",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994805462686567
"US.MO.TE","Texas","Missouri",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
"US.MO.WG","Wright","Missouri",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8281135
"US.MS.DE","Desoto","Mississippi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999955
"US.NC.AV","Avery","North Carolina",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731034
"US.NC.CH","Chatham","North Carolina",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8675245
"US.NC.CO","Cherokee","North Carolina",1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.1222925
"US.NC.HN","Henderson","North Carolina",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654671
"US.NC.HW","Haywood","North Carolina",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999959
"US.NC.JA","Jackson","North Carolina",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999586
"US.NC.MO","Montgomery","North Carolina",0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.727143375
"US.NC.PO","Polk","North Carolina",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8159795
"US.NC.RW","Rowan","North Carolina",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732648
"US.NC.SW","Swain","North Carolina",10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976913090909091
"US.NC.TR","Transylvania","North Carolina",8,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0.763409933333333
"US.NE.LA","Lancaster","Nebraska",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99995625
"US.NH.BE","Belknap","New Hampshire",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8214445
"US.NH.CA","Carroll","New Hampshire",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.NH.CH","Cheshire","New Hampshire",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.NH.CO","Coos","New Hampshire",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999656
"US.NH.GR","Grafton","New Hampshire",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999628333333333
"US.NH.HI","Hillsborough","New Hampshire",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999961
"US.NH.ME","Merrimack","New Hampshire",12,1,1,0,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.844307272727273
"US.NH.RO","Rockingham","New Hampshire",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52176
"US.NH.SU","Sullivan","New Hampshire",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901428
"US.NJ.OC","Ocean","New Jersey",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3588415
"US.NJ.UN","Union","New Jersey",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999655
"US.NY.BO","Broome","New York",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999655
"US.NY.CD","Cortland","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999957
"US.NY.CL","Clinton","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.NY.CQ","Chautauqua","New York",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963333333333
"US.NY.DE","Delaware","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.NY.DU","Dutchess","New York",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99996575
"US.NY.ES","Essex","New York",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7951685
"US.NY.JE","Jefferson","New York",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9774868
"US.NY.LI","Livingston","New York",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999025
"US.NY.MA","Madison","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.984016
"US.NY.MR","Monroe","New York",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713154333333333
"US.NY.NI","Niagara","New York",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5341545
"US.NY.OD","Oneida","New York",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849546
"US.NY.OO","Otsego","New York",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8991525
"US.NY.OR","Ontario","New York",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7564945
"US.NY.OS","Oswego","New York",0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4392965
"US.NY.SC","Seneca","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999967
"US.NY.SL","Sullivan","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.NY.ST","Steuben","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999964
"US.NY.SU","Schuyler","New York",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966333333333
"US.NY.TO","Tompkins","New York",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989455
"US.NY.UL","Ulster","New York",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.NY.WS","Washington","New York",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999644
"US.NY.YA","Yates","New York",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685627
"US.OH.AS","Athens","Ohio",5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.855029
"US.OH.CH","Champaign","Ohio",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99989975
"US.OH.CL","Columbiana","Ohio",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7562895
"US.OH.CU","Cuyahoga","Ohio",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5280455
"US.OH.GA","Gallia","Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999695
"US.OH.GE","Geauga","Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.OH.HC","Hocking","Ohio",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99982475
"US.OH.HM","Hamilton","Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999637
"US.OH.HR","Harrison","Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999955
"US.OH.JA","Jackson","Ohio",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99996525
"US.OH.LG","Logan","Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.OH.LK","Lake","Ohio",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963833333333
"US.OH.LW","Lawrence","Ohio",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9052
"US.OH.MH","Mahoning","Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9765
"US.OH.MW","Morrow","Ohio",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92211
"US.OH.PE","Perry","Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.OH.RO","Ross","Ohio",14,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.93267
"US.OH.SC","Scioto","Ohio",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867777
"US.OH.SU","Summit","Ohio",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.416751
"US.OH.VI","Vinton","Ohio",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944031714285714
"US.PA.AD","Adams","Pennsylvania",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514
"US.PA.AR","Armstrong","Pennsylvania",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.68555675
"US.PA.BA","Beaver","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9965
"US.PA.BF","Bradford","Pennsylvania",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697348
"US.PA.BK","Berks","Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.368297
"US.PA.BT","Butler","Pennsylvania",6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8339
"US.PA.CE","Cameron","Pennsylvania",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966106333333333
"US.PA.CF","Clearfield","Pennsylvania",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993
"US.PA.CH","Chester","Pennsylvania",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756565
"US.PA.CL","Clarion","Pennsylvania",0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5766
"US.PA.CN","Clinton","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999655
"US.PA.CO","Columbia","Pennsylvania",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859525
"US.PA.CT","Centre","Pennsylvania",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987255
"US.PA.CU","Cumberland","Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.269
"US.PA.CW","Crawford","Pennsylvania",12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929614
"US.PA.EL","Elk","Pennsylvania",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991787333333333
"US.PA.ER","Erie","Pennsylvania",4,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.692989555555556
"US.PA.FO","Forest","Pennsylvania",66,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.945106216216216
"US.PA.FR","Franklin","Pennsylvania",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879683
"US.PA.FU","Fulton","Pennsylvania",7,1,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.789991615384615
"US.PA.JE","Jefferson","Pennsylvania",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979
"US.PA.LC","Lackawanna","Pennsylvania",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7415
"US.PA.LH","Lehigh","Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25361
"US.PA.LW","Lawrence","Pennsylvania",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994
"US.PA.LY","Lycoming","Pennsylvania",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.872731166666667
"US.PA.MC","Mc Kean","Pennsylvania",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999646
"US.PA.ME","Mercer","Pennsylvania",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804
"US.PA.PE","Perry","Pennsylvania",3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.768059166666667
"US.PA.PI","Pike","Pennsylvania",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.PA.PO","Potter","Pennsylvania",3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8316894
"US.PA.SL","Sullivan","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.PA.SS","Susquehanna","Pennsylvania",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.PA.UN","Union","Pennsylvania",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.PA.VE","Venango","Pennsylvania",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9977864
"US.PA.WM","Wyoming","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999665
"US.PA.WN","Wayne","Pennsylvania",6,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731497083333333
"US.PA.WR","Warren","Pennsylvania",61,0,10,0,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869480098765432
"US.TN.BO","Blount","Tennessee",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999962714285714
"US.TN.CI","Claiborne","Tennessee",16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.944603882352941
"US.TN.DE","DeKalb","Tennessee",157,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984456790123457
"US.TN.FR","Franklin","Tennessee",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.297872
"US.TN.PO","Polk","Tennessee",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9822988
"US.TN.RB","Robertson","Tennessee",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78462
"US.TN.RU","Rutherford","Tennessee",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999962
"US.TN.SH","Smith","Tennessee",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.TN.SV","Sevier","Tennessee",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999964294117647
"US.TN.SY","Shelby","Tennessee",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999956
"US.TN.UO","Union","Tennessee",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99996
"US.TN.VA","Van Buren","Tennessee",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.TN.WR","Warren","Tennessee",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999619
"US.VA.AB","Albemarle","Virginia",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996418538461538
"US.VA.AU","Augusta","Virginia",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992857142857143
"US.VA.CE","Charlottesville","Virginia",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871014
"US.VA.CK","Clarke","Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999964
"US.VA.CM","Campbell","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999959
"US.VA.CS","Chesapeake","Virginia",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465318
"US.VA.FC","Fairfax","Virginia",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711194
"US.VA.FC","Fairfax City","Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999965
"US.VA.FN","Franklin","Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.VA.FQ","Fauquier","Virginia",24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970417653846154
"US.VA.GE","Greene","Virginia",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9967765
"US.VA.GY","Grayson","Virginia",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993533
"US.VA.MO","Montgomery","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.VA.PA","Page","Virginia",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999696
"US.VA.RC","Richmond","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999445
"US.VA.RG","Rockingham","Virginia",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9964825
"US.VA.RP","Rappahannock","Virginia",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995533153846154
"US.VA.RU","Russell","Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999967
"US.VA.SM","Smyth","Virginia",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832973
"US.VA.SN","Shenandoah","Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999965
"US.VA.TA","Tazewell","Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999964
"US.VA.WG","Washington","Virginia",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999943833333333
"US.VA.WR","Warren","Virginia",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998309166666667
"US.VT.AD","Addison","Vermont",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9987175
"US.VT.BE","Bennington","Vermont",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99847425
"US.VT.CH","Chittenden","Vermont",170,3,1,0,2,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.983906628415301
"US.VT.ES","Essex","Vermont",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999645
"US.VT.FR","Franklin","Vermont",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999964333333333
"US.VT.GR","Grand Isle","Vermont",351,5,1,5,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.995900229551451
"US.VT.OA","Orange","Vermont",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999965
"US.VT.OL","Orleans","Vermont",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963333333333
"US.VT.RU","Rutland","Vermont",16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939519388888889
"US.VT.WA","Washington","Vermont",26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.991298
"US.VT.WH","Windham","Vermont",27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986607142857143
"US.VT.WS","Windsor","Vermont",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998308933333333
"US.WI.AS","Ashland","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999962
"US.WI.BN","Burnett","Wisconsin",10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.892355333333333
"US.WI.CO","Columbia","Wisconsin",3,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0.8080976
"US.WI.CR","Crawford","Wisconsin",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963714285714
"US.WI.DA","Dane","Wisconsin",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999964
"US.WI.DG","Douglas","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999956
"US.WI.DN","Dunn","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5000005
"US.WI.FR","Forest","Wisconsin",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997235487179487
"US.WI.GN","Green","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.WI.LA","La Crosse","Wisconsin",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.999368444444444
"US.WI.MH","Marathon","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999949
"US.WI.MT","Marinette","Wisconsin",0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.617260285714286
"US.WI.MU","Milwaukee","Wisconsin",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999964666666667
"US.WI.OC","Oconto","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999836
"US.WI.PE","Pepin","Wisconsin",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9618464
"US.WI.PL","Polk","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
