UponCompletionOf_50000_sweeps
LocNumber LocName AlleleNumber AlleleName FreqInPop0 FreqInPop1 SDInPop0 SDinPop1
0	Locus_1	0	280	0.740912	0.319641	0.009073	0.020524
0	Locus_1	1	290	0.120185	0.002595	0.006638	0.003380
0	Locus_1	2	282	0.068820	0.026229	0.005217	0.007411
0	Locus_1	3	288	0.011281	0.000174	0.002162	0.000685
0	Locus_1	4	286	0.014636	0.000180	0.002445	0.000711
0	Locus_1	5	279	0.010447	0.000131	0.002072	0.000551
0	Locus_1	6	278	0.002295	0.506826	0.001190	0.021407
0	Locus_1	7	292	0.006708	0.000099	0.001671	0.000417
0	Locus_1	8	281	0.008804	0.000097	0.001914	0.000406
0	Locus_1	9	272	0.009628	0.010260	0.002328	0.006425
0	Locus_1	10	284	0.000660	0.117959	0.000662	0.013426
0	Locus_1	11	270	0.000475	0.010118	0.000522	0.004236
0	Locus_1	12	291	0.000444	0.000099	0.000433	0.000421
0	Locus_1	13	285	0.000441	0.000095	0.000426	0.000401
0	Locus_1	14	289	0.002945	0.000095	0.001103	0.000410
0	Locus_1	15	294	0.000859	0.000097	0.000600	0.000416
0	Locus_1	16	275	0.000439	0.000103	0.000429	0.000439
0	Locus_1	17	274	0.000023	0.005201	0.000098	0.002990
1	Locus_2	0	248	0.265548	0.000091	0.008452	0.000532
1	Locus_2	1	270	0.022602	0.000052	0.002832	0.000320
1	Locus_2	2	278	0.028435	0.000055	0.003164	0.000330
1	Locus_2	3	276	0.067404	0.000046	0.004787	0.000290
1	Locus_2	4	254	0.081263	0.000043	0.005223	0.000258
1	Locus_2	5	288	0.005749	0.000446	0.001459	0.001087
1	Locus_2	6	252	0.028074	0.000059	0.003160	0.000361
1	Locus_2	7	260	0.052438	0.000046	0.004263	0.000295
1	Locus_2	8	268	0.031317	0.000048	0.003325	0.000292
1	Locus_2	9	274	0.031686	0.000062	0.003335	0.000393
1	Locus_2	10	262	0.027325	0.000049	0.003119	0.000305
1	Locus_2	11	284	0.020768	0.000043	0.002704	0.000264
1	Locus_2	12	256	0.058338	0.002966	0.004520	0.003498
1	Locus_2	13	272	0.060816	0.000059	0.004565	0.000358
1	Locus_2	14	280	0.041134	0.000045	0.003784	0.000292
1	Locus_2	15	290	0.008015	0.000059	0.001699	0.000365
1	Locus_2	16	258	0.046617	0.000230	0.004028	0.000914
1	Locus_2	17	234	0.000010	0.579129	0.000063	0.019828
1	Locus_2	18	294	0.001468	0.000041	0.000730	0.000252
1	Locus_2	19	286	0.018579	0.000056	0.002578	0.000340
1	Locus_2	20	282	0.027655	0.000085	0.003127	0.000491
1	Locus_2	21	266	0.018587	0.000081	0.002571	0.000478
1	Locus_2	22	264	0.026970	0.000041	0.003095	0.000254
1	Locus_2	23	250	0.020764	0.000047	0.002724	0.000295
1	Locus_2	24	244	0.000782	0.001450	0.000555	0.001654
1	Locus_2	25	230	0.000010	0.232159	0.000063	0.016815
1	Locus_2	26	246	0.001096	0.000039	0.000635	0.000243
1	Locus_2	27	249	0.001163	0.173274	0.000817	0.015212
1	Locus_2	28	231	0.000011	0.006393	0.000069	0.003179
1	Locus_2	29	257	0.000372	0.000047	0.000369	0.000296
1	Locus_2	30	291	0.001468	0.000041	0.000727	0.000259
1	Locus_2	31	275	0.000371	0.000046	0.000368	0.000286
1	Locus_2	32	283	0.001106	0.000042	0.000636	0.000255
1	Locus_2	33	255	0.000349	0.000146	0.000368	0.000631
1	Locus_2	34	281	0.000350	0.000148	0.000368	0.000630
1	Locus_2	35	263	0.000373	0.000041	0.000368	0.000246
1	Locus_2	36	236	0.000445	0.001312	0.000451	0.001696
1	Locus_2	37	240	0.000309	0.000320	0.000363	0.000926
1	Locus_2	38	292	0.000231	0.000665	0.000344	0.001279
2	Locus_3	0	128	0.178972	0.075364	0.007403	0.011922
2	Locus_3	1	130	0.123943	0.029954	0.006325	0.008323
2	Locus_3	2	148	0.008331	0.010568	0.001729	0.004271
2	Locus_3	3	124	0.157954	0.026646	0.006937	0.007742
2	Locus_3	4	154	0.001829	0.012524	0.000819	0.004493
2	Locus_3	5	150	0.003043	0.026023	0.001144	0.006622
2	Locus_3	6	126	0.008283	0.198433	0.001769	0.016082
2	Locus_3	7	134	0.027145	0.040995	0.003237	0.009085
2	Locus_3	8	104	0.176992	0.010177	0.007374	0.008252
2	Locus_3	9	106	0.005008	0.000036	0.001339	0.000241
2	Locus_3	10	120	0.076837	0.025204	0.005106	0.007257
2	Locus_3	11	122	0.085010	0.000059	0.005254	0.000393
2	Locus_3	12	115	0.016592	0.023047	0.002532	0.006842
2	Locus_3	13	136	0.029471	0.057595	0.003256	0.009788
2	Locus_3	14	144	0.002131	0.045853	0.000890	0.008380
2	Locus_3	15	132	0.061264	0.136454	0.004686	0.014522
2	Locus_3	16	108	0.002140	0.000078	0.000881	0.000436
2	Locus_3	17	152	0.000689	0.023856	0.000544	0.006117
2	Locus_3	18	125	0.003218	0.000048	0.001063	0.000309
2	Locus_3	19	138	0.009266	0.041159	0.001954	0.008537
2	Locus_3	20	109	0.000365	0.000037	0.000360	0.000241
2	Locus_3	21	103	0.001077	0.000033	0.000612	0.000221
2	Locus_3	22	105	0.000364	0.000035	0.000362	0.000236
2	Locus_3	23	146	0.002151	0.007953	0.000994	0.004092
2	Locus_3	24	142	0.001099	0.020483	0.000646	0.005657
2	Locus_3	25	156	0.003482	0.079394	0.001192	0.010959
2	Locus_3	26	158	0.001790	0.000041	0.000799	0.000265
2	Locus_3	27	129	0.002910	0.004579	0.001109	0.003316
2	Locus_3	28	131	0.000327	0.001775	0.000374	0.001800
2	Locus_3	29	139	0.000365	0.000043	0.000362	0.000288
2	Locus_3	30	140	0.003095	0.019535	0.001089	0.005661
2	Locus_3	31	111	0.000008	0.014240	0.000055	0.004735
2	Locus_3	32	118	0.000775	0.006120	0.000565	0.003227
2	Locus_3	33	119	0.001391	0.000239	0.000713	0.000815
2	Locus_3	34	123	0.000721	0.000036	0.000506	0.000253
2	Locus_3	35	121	0.000722	0.000036	0.000510	0.000240
2	Locus_3	36	172	0.000008	0.009499	0.000056	0.003866
2	Locus_3	37	160	0.000008	0.037856	0.000055	0.007571
2	Locus_3	38	174	0.000008	0.003189	0.000054	0.002235
2	Locus_3	39	127	0.000109	0.002735	0.000314	0.002337
2	Locus_3	40	164	0.000234	0.003737	0.000353	0.002587
2	Locus_3	41	168	0.000021	0.001559	0.000113	0.001591
2	Locus_3	42	133	0.000008	0.001601	0.000054	0.001576
2	Locus_3	43	110	0.000118	0.001137	0.000264	0.001522
2	Locus_3	44	100	0.000728	0.000035	0.000511	0.000232
3	Locus_4	0	167	0.075560	0.000071	0.005152	0.000356
3	Locus_4	1	171	0.090195	0.000077	0.005556	0.000392
3	Locus_4	2	159	0.068406	0.000097	0.004892	0.000482
3	Locus_4	3	163	0.248408	0.000076	0.008422	0.000391
3	Locus_4	4	175	0.037937	0.000075	0.003702	0.000387
3	Locus_4	5	165	0.136077	0.000071	0.006646	0.000356
3	Locus_4	6	161	0.105617	0.000078	0.005934	0.000398
3	Locus_4	7	177	0.044350	0.000078	0.003994	0.000403
3	Locus_4	8	141	0.000043	0.940384	0.000175	0.009865
3	Locus_4	9	173	0.034988	0.000073	0.003568	0.000373
3	Locus_4	10	179	0.009786	0.000068	0.001910	0.000348
3	Locus_4	11	155	0.075557	0.000104	0.005127	0.000519
3	Locus_4	12	169	0.045100	0.000068	0.004014	0.000347
3	Locus_4	13	157	0.014663	0.000081	0.002332	0.000416
3	Locus_4	14	153	0.000794	0.001611	0.000558	0.001684
3	Locus_4	15	183	0.002596	0.000290	0.000999	0.000992
3	Locus_4	16	181	0.004832	0.000415	0.001378	0.001434
3	Locus_4	17	185	0.001784	0.000528	0.000854	0.001385
3	Locus_4	18	201	0.000076	0.001451	0.000220	0.001668
3	Locus_4	19	151	0.002257	0.000062	0.000918	0.000316
3	Locus_4	20	147	0.000390	0.000068	0.000383	0.000352
3	Locus_4	21	154	0.000014	0.049578	0.000078	0.008833
3	Locus_4	22	191	0.000075	0.001427	0.000216	0.001631
3	Locus_4	23	187	0.000063	0.001500	0.000198	0.001667
3	Locus_4	24	193	0.000062	0.001508	0.000198	0.001669
3	Locus_4	25	182	0.000369	0.000159	0.000381	0.000648
4	Locus_5	0	207	0.296977	0.056440	0.009112	0.010834
4	Locus_5	1	217	0.053178	0.000118	0.004424	0.000585
4	Locus_5	2	209	0.089661	0.000066	0.005625	0.000341
